phenotype,feature,n_in,n_out,median_in,median_out,cliffs_delta,cliffs_magnitude,direction,family,anatomical_region,side,source_signal,abs_delta
1,RAbsAnkleAngle_ax1_peak_acc__median,27,4,7696.458185124263,6264.819455022903,0.2962962962962963,small,HIGHER_IN_PHENOTYPE,kinematic,ankle,right,RAbsAnkleAngle,0.2962962962962963
1,RFootProgressAngles_ax1_acc_rms__median,27,4,3320.8477931393954,3080.3151150912627,0.2962962962962963,small,HIGHER_IN_PHENOTYPE,kinematic,foot,right,RFootProgressAngles,0.2962962962962963
1,RHipAngles_ax1_phase_30_40_rom__median,27,4,8.458364963531494,9.284828186035156,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,hip,right,RHipAngles,0.2962962962962963
1,RHipAngles_ax1_phase_40_50_rom__median,27,4,5.501885160803795,3.092151641845703,0.2962962962962963,small,HIGHER_IN_PHENOTYPE,phase,hip,right,RHipAngles,0.2962962962962963
1,LKneeAngles_ax1_phase_70_80_rom__median,27,4,6.11650276184082,6.5041117668151855,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,knee,left,LKneeAngles,0.2962962962962963
1,RKneeAngles_ax1_phase_50_60_min__median,27,4,13.693439483642578,11.006268501281738,0.2962962962962963,small,HIGHER_IN_PHENOTYPE,phase,knee,right,RKneeAngles,0.2962962962962963
1,LAnkleAngles_ax1_phase_60_70_rom__median,27,4,9.71796989440918,13.663756310939789,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,ankle,left,LAnkleAngles,0.2962962962962963
1,RAnkleAngles_ax1_phase_90_100_max__median,27,4,13.434653759002686,16.43335199356079,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,ankle,right,RAnkleAngles,0.2962962962962963
1,RAnkleAngles_ax1_phase_10_20_mean__median,27,4,0.11347454190254211,1.6852173209190369,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,ankle,right,RAnkleAngles,0.2962962962962963
1,RAnkleAngles_ax1_phase_40_50_rom__median,27,4,2.717207431793213,4.367608070373535,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,phase,ankle,right,RAnkleAngles,0.2962962962962963
1,coord_left_hip_knee_ax1_corr__median,27,4,0.16727588319418307,0.22374331908073536,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,coordination,hip,left,LHipAngles|LKneeAngles,0.2962962962962963
1,sym_KJC_path3d_si,27,4,-0.34972859627127545,0.7586456234571028,-0.2962962962962963,small,LOWER_IN_PHENOTYPE,symmetry,knee,bilateral,LKJC|RKJC,0.2962962962962963
1,LHipAngles_ax3_tmin_pct__median,27,4,50.0,49.5,0.28703703703703703,small,HIGHER_IN_PHENOTYPE,kinematic,hip,left,LHipAngles,0.28703703703703703
1,sym_HipAngles_ax1_tmax_pct_si,27,4,-1.1173184357541899,39.02019767941555,-0.28703703703703703,small,LOWER_IN_PHENOTYPE,symmetry,hip,bilateral,LHipAngles|RHipAngles,0.28703703703703703
1,LHipAngles_ax2_peak_vel__median,27,4,88.3019141504365,97.62400347532463,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,kinematic,hip,left,LHipAngles,0.2777777777777778
1,LHipAngles_ax2_peak_acc__median,27,4,1733.3410887123055,1452.672652437713,0.2777777777777778,small,HIGHER_IN_PHENOTYPE,kinematic,hip,left,LHipAngles,0.2777777777777778
1,mid_stance_pct__median,27,4,31.73076923076923,31.907267943017878,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,temporal,gait_cycle,ipsilateral,events,0.2777777777777778
1,LHEE_ax2_excursion__median,27,4,57.523193359375,60.267730712890625,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,spatial,foot,left,LHEE,0.2777777777777778
1,LHipAngles_ax1_phase_80_90_rom__median,27,4,8.735376834869385,9.723626494407654,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,phase,hip,left,LHipAngles,0.2777777777777778
1,sym_AbsAnkleAngle_ax1_rom_si,27,4,-0.8761796251791412,6.804978378751791,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,symmetry,ankle,bilateral,LAbsAnkleAngle|RAbsAnkleAngle,0.2777777777777778
1,var_RKneeAngles_ax1_tmax_pct_cv,27,4,0.5001241179088065,0.50988629992396,-0.2777777777777778,small,LOWER_IN_PHENOTYPE,variability,mixed,none,RKneeAngles_ax1_tmax_pct,0.2777777777777778
1,LHipAngles_ax1_tmin_pct__median,27,4,53.5,54.5,-0.25925925925925924,small,LOWER_IN_PHENOTYPE,kinematic,hip,left,LHipAngles,0.25925925925925924
1,LKneeAngles_ax3_tmin_pct__median,27,4,54.0,51.0,0.25925925925925924,small,HIGHER_IN_PHENOTYPE,kinematic,knee,left,LKneeAngles,0.25925925925925924
