feature,full_cliffs_delta,loso_delta_median,loso_delta_min,loso_delta_max,loso_direction_agreement,loso_max_abs_shift
sym_AJC_ax1_excursion_absdiff,0.226890756302521,0.21266968325791855,0.18552036199095023,0.3212669683257919,1.0,0.09437621202327087
sym_TOE_path3d_si,0.07563025210084033,0.06787330316742081,0.017857142857142856,0.1493212669683258,1.0,0.07369101486748546
sym_AJC_path3d_absdiff,-0.09243697478991597,-0.09502262443438914,-0.167420814479638,-0.02262443438914027,1.0,0.07498383968972203
sym_AJC_path3d_si,0.17647058823529413,0.16964285714285715,0.12217194570135746,0.2669683257918552,1.0,0.09049773755656107
sym_HEE_ax1_excursion_absdiff,0.3025210084033613,0.2857142857142857,0.248868778280543,0.40271493212669685,1.0,0.10019392372333552
sym_HEE_path3d_absdiff,0.3025210084033613,0.2857142857142857,0.248868778280543,0.40271493212669685,1.0,0.10019392372333552
sym_HEE_path3d_si,0.2773109243697479,0.2669683257918552,0.22171945701357465,0.3755656108597285,1.0,0.09825468648998059
sym_TOE_path3d_absdiff,0.18487394957983194,0.19457013574660634,0.12217194570135746,0.2669683257918552,1.0,0.08209437621202326
sym_PSI_ax1_excursion_absdiff,-0.15966386554621848,-0.1493212669683258,-0.2398190045248869,-0.10714285714285714,1.0,0.08015513897866841
var_cycle_duration_s_cv,-0.13445378151260504,-0.11607142857142858,-0.22171945701357465,-0.06787330316742081,1.0,0.08726567550096961
var_cycle_duration_s_mad,-0.10504201680672269,-0.10714285714285714,-0.19004524886877827,-0.03619909502262444,1.0,0.08500323206205558
var_stance_pct_sd,-0.01680672268907563,-0.02262443438914027,-0.09502262443438914,0.058823529411764705,0.5806451612903226,0.07821590174531351
var_stance_pct_mad,0.04201680672268908,0.03571428571428571,-0.03167420814479638,0.11312217194570136,0.8387096774193549,0.07369101486748546
var_LKneeAngles_ax1_rom_sd,0.05042016806722689,0.05357142857142857,-0.013574660633484163,0.13122171945701358,0.8064516129032258,0.08080155138978669
var_LKneeAngles_ax1_rom_mad,0.226890756302521,0.22321428571428573,0.167420814479638,0.29464285714285715,1.0,0.06775210084033614
var_RKneeAngles_ax1_rom_sd,-0.008403361344537815,-0.008928571428571428,-0.07692307692307693,0.06787330316742081,0.5161290322580645,0.07627666451195862
var_RKneeAngles_ax1_rom_mad,0.17647058823529413,0.16964285714285715,0.11312217194570136,0.24107142857142858,1.0,0.06460084033613445
var_LHipAngles_ax1_rom_sd,-0.226890756302521,-0.24107142857142858,-0.31221719457013575,-0.167420814479638,1.0,0.08532643826761474
var_LHipAngles_ax1_rom_mad,-0.17647058823529413,-0.16964285714285715,-0.2669683257918552,-0.11312217194570136,1.0,0.09049773755656107
var_RHipAngles_ax1_rom_sd,0.14285714285714285,0.125,0.07692307692307693,0.23076923076923078,1.0,0.08791208791208793
var_RHipAngles_ax1_rom_mad,0.2689075630252101,0.2579185520361991,0.21266968325791855,0.3665158371040724,1.0,0.0976082740788623
var_LAnkleAngles_ax1_rom_sd,-0.2184873949579832,-0.21428571428571427,-0.3031674208144796,-0.1583710407239819,1.0,0.08468002585649642
var_LAnkleAngles_ax1_rom_cv,-0.2184873949579832,-0.21428571428571427,-0.3031674208144796,-0.167420814479638,1.0,0.08468002585649642
var_LAnkleAngles_ax1_rom_mad,-0.16806722689075632,-0.1583710407239819,-0.248868778280543,-0.11312217194570136,1.0,0.08080155138978667
var_RAnkleAngles_ax1_rom_sd,-0.11764705882352941,-0.11312217194570136,-0.17857142857142858,-0.049773755656108594,1.0,0.06787330316742082
var_RAnkleAngles_ax1_rom_mad,-0.03361344537815126,-0.03571428571428571,-0.11312217194570136,0.03167420814479638,0.7096774193548387,0.07950872656755009
var_LKneeAngles_ax1_tmax_pct_sd,0.07563025210084033,0.08035714285714286,0.02262443438914027,0.1583710407239819,1.0,0.08274078862314156
var_LKneeAngles_ax1_tmax_pct_cv,0.06722689075630252,0.07142857142857142,0.004524886877828055,0.1493212669683258,1.0,0.08209437621202327
var_LKneeAngles_ax1_tmax_pct_mad,0.025210084033613446,0.04017857142857143,-0.049773755656108594,0.10407239819004525,0.6451612903225806,0.0788623141564318
var_RKneeAngles_ax1_tmax_pct_sd,-0.08403361344537816,-0.08035714285714286,-0.14285714285714285,-0.013574660633484163,1.0,0.07045895281189399
var_RKneeAngles_ax1_tmax_pct_cv,-0.12605042016806722,-0.11312217194570136,-0.20361990950226244,-0.06787330316742081,1.0,0.07756948933419522
var_RKneeAngles_ax1_tmax_pct_mad,-0.3949579831932773,-0.38392857142857145,-0.4796380090497738,-0.35294117647058826,1.0,0.08468002585649648
var_CentreOfMass_path3d_sd,0.12605042016806722,0.10714285714285714,0.058823529411764705,0.21266968325791855,1.0,0.08661926308985132
var_CentreOfMass_path3d_mad,0.07563025210084033,0.07142857142857142,0.004524886877828055,0.1583710407239819,1.0,0.08274078862314156
