feature,n_subjects,n_victims,n_controls,victim_median,control_median,victim_mean,control_mean,abs_median_diff,rel_median_diff,cliffs_delta,standardized_median_iqr,cliffs_delta_ci_lo,cliffs_delta_ci_hi,cliffs_magnitude,direction,victim_consistency,control_consistency,mannwhitney_u,raw_p,test,fdr_q,adjusted_p,full_cliffs_delta,loso_delta_median,loso_delta_min,loso_delta_max,loso_direction_agreement,loso_max_abs_shift,observed_cliffs_delta,perm_p,n_perm,unit,anatomical_region,family,side,source_signal,rank_score,signature_status,rank
RHipAngles_ax2_peak_vel__median,31,17,14,88.87691351124273,87.28355150321174,90.92975389840905,89.28839108283833,1.5933620080309936,0.018255008883000863,0.13445378151260504,0.13204467008265466,-0.30273109243697477,0.5378151260504201,negligible,VICTIMS_HIGHER,0.5294117647058824,0.6428571428571429,135.0,0.5383828679426088,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.13445378151260504,0.14027149321266968,0.06787330316742081,0.22171945701357465,1.0,0.08726567550096961,0.13445378151260504,0.541,999,subject,hip,kinematic,right,RHipAngles,0.010677212061295105,exploratory,175
LFootProgressAngles_ax3_acc_rms__median,31,17,14,1032.5676571584488,923.463053248618,1027.8934075119107,911.256107462346,109.10460390983076,0.11814723234028207,0.13445378151260504,0.48477088765646237,-0.2857142857142857,0.5294117647058824,negligible,VICTIMS_HIGHER,0.5294117647058824,0.7857142857142857,135.0,0.5383828679426088,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.13445378151260504,0.14027149321266968,0.06787330316742081,0.19642857142857142,1.0,0.06658047834518423,0.13445378151260504,0.54,999,subject,foot,kinematic,left,LFootProgressAngles,0.010677212061295105,exploratory,176
LHipAngles_ax3_rom__median,31,17,14,20.442315101623535,18.127710163593292,20.279463613734524,19.919961678130285,2.314604938030243,0.127683249408895,0.1092436974789916,0.2008295408171881,-0.30273109243697477,0.5380252100840334,negligible,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,132.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1092436974789916,0.09821428571428571,0.049773755656108594,0.18552036199095023,1.0,0.07627666451195864,0.1092436974789916,0.62,999,subject,hip,kinematic,left,LHipAngles,0.010603064755313892,exploratory,177
RAnkleAngles_ax1_phase_20_30_min__median,31,17,14,0.029261291027069092,-3.701023817062378,-0.2623414467362797,-1.590592337506158,3.730285108089447,1.0079062693117968,0.1092436974789916,0.3644726066983475,-0.3365546218487395,0.5294117647058824,negligible,VICTIMS_HIGHER,0.7058823529411765,0.6428571428571429,132.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1092436974789916,0.09821428571428571,0.04072398190045249,0.19457013574660634,1.0,0.08532643826761474,0.1092436974789916,0.593,999,subject,ankle,phase,right,RAnkleAngles,0.01041028175976273,exploratory,178
LFootProgressAngles_ax2_tpeak_vel_pct__median,31,17,14,21.0,48.5,34.14705882352941,41.107142857142854,27.5,-0.5670103092783505,-0.10504201680672269,-0.6758832565284179,-0.5421218487394958,0.35294117647058826,negligible,VICTIMS_LOWER,0.6470588235294118,0.7142857142857143,106.5,0.633290451578316,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.10504201680672269,-0.08597285067873303,-0.19004524886877827,-0.03619909502262444,1.0,0.08500323206205558,-0.10504201680672269,0.594,999,subject,foot,kinematic,left,LFootProgressAngles,0.010195254572417203,exploratory,179
LASI_path3d__median,31,17,14,1402.181792126144,1415.9912513752001,1406.5862764122712,1426.052841472632,13.80945924905609,-0.009752503227434806,-0.13445378151260504,-0.13274242596987693,-0.5378151260504201,0.2773109243697479,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,103.0,0.5383828679426088,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.13445378151260504,-0.14027149321266968,-0.20535714285714285,-0.07692307692307693,1.0,0.07090336134453781,-0.13445378151260504,0.533,999,subject,pelvis,spatial,left,LASI,0.01014335145823035,exploratory,180
RHipAngles_ax3_tmin_pct__median,31,17,14,50.0,50.0,51.61764705882353,50.0,0.0,0.0,0.1638655462184874,0.0,-0.24800420168067228,0.5462184873949579,small,VICTIMS_HIGHER,0.4117647058823529,0.35714285714285715,138.5,0.43769472533978826,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1638655462184874,0.1583710407239819,0.09954751131221719,0.25339366515837103,1.0,0.08952811893988363,0.1638655462184874,0.441,999,subject,hip,kinematic,right,RHipAngles,0.010121107266435985,exploratory,181
LAbsAnkleAngle_ax1_mean__median,31,17,14,5.851054582855489,5.979328360039704,6.500183711124581,5.648039078746977,0.12827377718421484,-0.021452873878189737,0.14285714285714285,-0.029036394906015013,-0.2773109243697479,0.5378151260504201,negligible,VICTIMS_HIGHER,0.47058823529411764,0.5,136.0,0.512497079202056,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.14285714285714285,0.15178571428571427,0.07692307692307693,0.21266968325791855,1.0,0.0698125404007757,0.14285714285714285,0.544,999,subject,ankle,kinematic,left,LAbsAnkleAngle,0.010084033613445377,exploratory,182
var_RKneeAngles_ax1_tmax_pct_cv,31,17,14,0.4966236032831215,0.5065706517623929,0.5047068646239663,0.5051710676332419,0.009947048479271414,-0.019636053617920764,-0.12605042016806722,-0.3405141609386002,-0.5548319327731093,0.2857142857142857,negligible,VICTIMS_LOWER,0.7058823529411765,0.6428571428571429,104.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.12605042016806722,-0.11312217194570136,-0.20361990950226244,-0.06787330316742081,1.0,0.07756948933419522,-0.12605042016806722,0.556,999,subject,mixed,variability,none,RKneeAngles_ax1_tmax_pct,0.010009886307464163,exploratory,183
var_CentreOfMass_path3d_sd,31,17,14,56.850860818737694,49.13145851960218,54.03715928383828,53.68003088724705,7.719402299135517,0.15711730389716957,0.12605042016806722,0.43672806070061193,-0.30273109243697477,0.5546218487394958,negligible,VICTIMS_HIGHER,0.7058823529411765,0.7142857142857143,134.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.12605042016806722,0.10714285714285714,0.058823529411764705,0.21266968325791855,1.0,0.08661926308985132,0.12605042016806722,0.562,999,subject,mixed,variability,none,CentreOfMass_path3d,0.010009886307464163,exploratory,184
RHipAngles_ax1_phase_80_90_rom__median,31,17,14,8.951731324195862,8.688323974609375,8.869192131301936,8.568156123161316,0.2634073495864868,0.030317394972409456,0.12605042016806722,0.14676666888625675,-0.29411764705882354,0.5126050420168067,negligible,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,134.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.12605042016806722,0.12217194570135746,0.058823529411764705,0.19457013574660634,1.0,0.06851971557853911,0.12605042016806722,0.558,999,subject,hip,phase,right,RHipAngles,0.01000988630746416,exploratory,185
LHipAngles_ax2_vel_rms__median,31,17,14,44.47201983859219,38.95233108524711,42.409081501123474,40.85035477261744,5.519688753345079,0.14170368241287665,0.10084033613445378,0.555662236909971,-0.31932773109243695,0.5128151260504199,negligible,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.08928571428571429,0.03167420814479638,0.18552036199095023,1.0,0.08468002585649645,0.10084033613445378,0.652,999,subject,hip,kinematic,left,LHipAngles,0.009787444389520514,exploratory,186
RKneeAngles_ax1_std__median,31,17,14,20.411536526190208,19.974834626602195,20.371129158030254,20.107852173880847,0.4367018995880123,0.021862604009067442,0.10084033613445378,0.23706549570784,-0.31092436974789917,0.5378151260504201,negligible,VICTIMS_HIGHER,0.6470588235294118,0.5714285714285714,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.09821428571428571,0.03167420814479638,0.17647058823529413,1.0,0.07563025210084034,0.10084033613445378,0.678,999,subject,knee,kinematic,right,RKneeAngles,0.009787444389520514,exploratory,187
sym_HipAngles_ax1_max_absdiff,31,17,14,2.3358917236328125,2.6512060165405273,2.325039358700023,2.9068566049848283,0.31531429290771484,-0.11893239942143698,-0.14285714285714285,-0.09459729090435122,-0.5546218487394958,0.24369747899159663,negligible,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,102.0,0.512497079202056,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.14285714285714285,-0.1493212669683258,-0.22171945701357465,-0.07692307692307693,1.0,0.0788623141564318,-0.14285714285714285,0.544,999,subject,hip,symmetry,bilateral,LHipAngles|RHipAngles,0.00964285714285714,exploratory,188
RKneeAngles_ax1_phase_10_20_min__median,31,17,14,25.767009735107422,28.095101356506348,25.37109447928036,26.05582751546587,2.328091621398926,-0.08286468134986028,-0.1092436974789916,-0.2754647410539909,-0.5464285714285714,0.3025210084033613,negligible,VICTIMS_LOWER,0.6470588235294118,0.5714285714285714,106.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.1092436974789916,-0.10714285714285714,-0.19457013574660634,-0.04072398190045249,1.0,0.08532643826761474,-0.1092436974789916,0.632,999,subject,knee,phase,right,RKneeAngles,0.009542758279782503,exploratory,189
LAnkleAngles_ax1_max__median,31,17,14,17.636372566223145,17.307551383972168,18.856712229111615,17.584314346313477,0.32882118225097656,0.01899871188916329,0.11764705882352941,0.039761492624896054,-0.30273109243697477,0.5128151260504199,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5,133.0,0.5920471376173804,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.11764705882352941,0.125,0.049773755656108594,0.17857142857142858,1.0,0.06787330316742082,0.11764705882352941,0.622,999,subject,ankle,kinematic,left,LAnkleAngles,0.009342560553633217,exploratory,190
LFootProgressAngles_ax1_tmin_pct__median,31,17,14,50.0,50.0,46.029411764705884,50.0,0.0,0.0,0.1722689075630252,0.0,-0.20168067226890757,0.5546218487394958,small,VICTIMS_HIGHER,0.35294117647058826,0.21428571428571427,139.5,0.37999363697783795,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1722689075630252,0.167420814479638,0.12053571428571429,0.24553571428571427,1.0,0.07326680672268907,0.1722689075630252,0.406,999,subject,foot,kinematic,left,LFootProgressAngles,0.00912011863568957,exploratory,191
RHipAngles_ax1_phase_30_40_rom__median,31,17,14,8.458364963531494,8.48387336730957,8.569967543377595,8.888570457696915,0.025508403778076172,-0.003006693131036852,-0.12605042016806722,-0.018901657189853226,-0.5294117647058824,0.3025210084033613,negligible,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,104.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.12605042016806722,-0.13122171945701358,-0.20361990950226244,-0.058823529411764705,1.0,0.07756948933419522,-0.12605042016806722,0.551,999,subject,hip,phase,right,RHipAngles,0.009008897676717744,exploratory,192
RHipAngles_ax1_vel_rms__median,31,17,14,108.2124024314671,105.90377659389145,107.97597229341454,106.06102323808875,2.308625837575647,0.021799277720080938,0.10084033613445378,0.14520292231655726,-0.32794117647058824,0.4957983193277311,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.10714285714285714,0.03167420814479638,0.17647058823529413,1.0,0.07563025210084034,0.10084033613445378,0.691,999,subject,hip,kinematic,right,RHipAngles,0.008897676717745922,exploratory,193
RAnkleAngles_ax1_peak_vel__median,31,17,14,343.76611032906146,333.739257818644,360.89863179177985,349.3687841680859,10.026852510417484,0.030043970781124404,0.10084033613445378,0.1251946585566278,-0.37815126050420167,0.5294117647058824,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.10714285714285714,0.04072398190045249,0.18552036199095023,1.0,0.08468002585649645,0.10084033613445378,0.65,999,subject,ankle,kinematic,right,RAnkleAngles,0.008897676717745922,exploratory,194
RFootProgressAngles_ax1_median__median,31,17,14,-84.78788757324219,-84.29659271240234,-84.25909132115981,-83.97484806605748,0.49129486083984375,-0.005828169858727407,-0.10084033613445378,-0.18469385029637742,-0.5462184873949579,0.31092436974789917,negligible,VICTIMS_LOWER,0.5882352941176471,0.5714285714285714,107.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.10084033613445378,-0.09502262443438914,-0.18552036199095023,-0.05357142857142857,1.0,0.08468002585649645,-0.10084033613445378,0.648,999,subject,foot,kinematic,right,RFootProgressAngles,0.008897676717745922,exploratory,195
RFootProgressAngles_ax1_acc_rms__median,31,17,14,3410.647870533398,3202.531207798227,3425.850934850155,3295.215541823273,208.11666273517085,0.06498505376884467,0.10084033613445378,0.3399144521187262,-0.32794117647058824,0.5128151260504199,negligible,VICTIMS_HIGHER,0.5882352941176471,0.7142857142857143,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.08597285067873303,0.044642857142857144,0.16964285714285715,1.0,0.06880252100840337,0.10084033613445378,0.669,999,subject,foot,kinematic,right,RFootProgressAngles,0.008897676717745922,exploratory,196
RAnkleAngles_ax1_median__median,31,17,14,9.529196739196777,8.588140487670898,9.108296716914458,8.632069775036403,0.9410562515258789,0.10957625260984676,0.1092436974789916,0.26153703055665417,-0.27752100840336136,0.4960084033613444,negligible,VICTIMS_HIGHER,0.5294117647058824,0.6428571428571429,132.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1092436974789916,0.11312217194570136,0.049773755656108594,0.17857142857142858,1.0,0.06932773109243698,0.1092436974789916,0.641,999,subject,ankle,kinematic,right,RAnkleAngles,0.008675234799802275,exploratory,197
LAnkleAngles_ax1_phase_10_20_max__median,31,17,14,6.926864147186279,5.5702805519104,6.7045287314583275,6.133011720010212,1.356583595275879,0.24353954574345826,0.1092436974789916,0.2341281990706334,-0.31092436974789917,0.5128151260504199,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5714285714285714,132.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1092436974789916,0.10714285714285714,0.05357142857142857,0.17857142857142858,1.0,0.06932773109243698,0.1092436974789916,0.613,999,subject,ankle,phase,left,LAnkleAngles,0.008675234799802275,exploratory,198
LAnkleAngles_ax1_phase_10_20_rom__median,31,17,14,9.86390545964241,10.681150861084461,11.269068635342752,11.984771675696331,0.8172454014420509,-0.07651286009072207,-0.1092436974789916,-0.13193053182535167,-0.4957983193277311,0.3025210084033613,negligible,VICTIMS_LOWER,0.5882352941176471,0.5,106.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.1092436974789916,-0.11607142857142858,-0.18552036199095023,-0.049773755656108594,1.0,0.07627666451195864,-0.1092436974789916,0.63,999,subject,ankle,phase,left,LAnkleAngles,0.008675234799802275,exploratory,199
var_RAnkleAngles_ax1_rom_sd,31,17,14,1.946969118768785,2.2947491941134768,2.2319623842565837,2.605262800460289,0.3477800753446918,-0.15155472163878397,-0.11764705882352941,-0.3140928552351284,-0.5126050420168067,0.3277310924369748,negligible,VICTIMS_LOWER,0.6470588235294118,0.5714285714285714,105.0,0.5920471376173804,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.11764705882352941,-0.11312217194570136,-0.17857142857142858,-0.049773755656108594,1.0,0.06787330316742082,-0.11764705882352941,0.591,999,subject,mixed,variability,none,RAnkleAngles_ax1_rom,0.00856401384083045,exploratory,200
RAnkleAngles_ax2_tmin_pct__median,31,17,14,51.0,50.5,49.26470588235294,48.535714285714285,0.5,0.009900990099009901,0.09663865546218488,0.14545454545454545,-0.3320378151260504,0.47478991596638653,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5,130.5,0.660896884761407,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.09663865546218488,0.09375,0.027149321266968326,0.18099547511312217,1.0,0.08435681965093729,0.09663865546218488,0.629,999,subject,ankle,kinematic,right,RAnkleAngles,0.008526940187839843,exploratory,201
sym_AnkleAngles_ax1_rom_absdiff,31,17,14,2.3371119499206543,2.667271137237549,4.0681654074612785,4.127463119370597,0.33015918731689453,-0.12378163686007387,-0.12605042016806722,-0.08113946447504035,-0.5546218487394958,0.2857142857142857,negligible,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,104.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.12605042016806722,-0.13122171945701358,-0.20361990950226244,-0.06787330316742081,1.0,0.07756948933419522,-0.12605042016806722,0.576,999,subject,ankle,symmetry,bilateral,LAnkleAngles|RAnkleAngles,0.008508403361344537,exploratory,202
sym_AbsAnkleAngle_ax1_rom_absdiff,31,17,14,2.1068315505981445,3.131227493286133,2.7413623823839077,3.3734815376145497,1.0243959426879883,-0.3271547483804552,-0.1092436974789916,-0.3547609572530323,-0.5294117647058824,0.29411764705882354,negligible,VICTIMS_LOWER,0.5882352941176471,0.6428571428571429,106.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.1092436974789916,-0.10407239819004525,-0.19457013574660634,-0.04072398190045249,1.0,0.08532643826761474,-0.1092436974789916,0.635,999,subject,ankle,symmetry,bilateral,LAbsAnkleAngle|RAbsAnkleAngle,0.00819327731092437,exploratory,203
RFootProgressAngles_ax3_median__median,31,17,14,-4.357010841369629,-3.62559175491333,-4.836152488256202,-4.0047460517713,0.7314190864562988,-0.20173785023233634,-0.09243697478991597,-0.09136031159732885,-0.49600840336134455,0.3277310924369748,negligible,VICTIMS_LOWER,0.5882352941176471,0.5714285714285714,108.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.09243697478991597,-0.08597285067873303,-0.167420814479638,-0.02262443438914027,1.0,0.07498383968972203,-0.09243697478991597,0.68,999,subject,foot,kinematic,right,RFootProgressAngles,0.008156203657933762,exploratory,204
LKneeAngles_ax1_phase_0_10_rom__median,31,17,14,11.165128350257874,12.112973690032959,11.015889169538722,11.378322444856167,0.9478453397750854,-0.07825042504261448,-0.09243697478991597,-0.2920226087982571,-0.5380252100840336,0.29411764705882354,negligible,VICTIMS_LOWER,0.6470588235294118,0.5714285714285714,108.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.09243697478991597,-0.08928571428571429,-0.17647058823529413,-0.02262443438914027,1.0,0.08403361344537816,-0.09243697478991597,0.696,999,subject,knee,phase,left,LKneeAngles,0.008074641621354427,exploratory,205
RAnkleAngles_ax1_phase_60_70_rom__median,31,17,14,10.61592298746109,8.783820480108261,11.426643945715007,9.986230381897517,1.832102507352829,0.20857695253469571,0.09243697478991597,0.33578352210574847,-0.3025210084033613,0.48739495798319327,negligible,VICTIMS_HIGHER,0.6470588235294118,0.5714285714285714,130.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.09243697478991597,0.08035714285714286,0.03167420814479638,0.16071428571428573,1.0,0.06827731092436976,0.09243697478991597,0.669,999,subject,ankle,phase,right,RAnkleAngles,0.008074641621354427,exploratory,206
RHipAngles_ax2_mean__median,31,17,14,1.5051599971507446,1.4013068549205907,2.243490283463458,1.3928339535919119,0.10385314223015385,0.07411163505372205,0.10084033613445378,0.03452590496700729,-0.3445378151260504,0.4957983193277311,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5714285714285714,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.10407239819004525,0.03167420814479638,0.17647058823529413,1.0,0.07563025210084034,0.10084033613445378,0.653,999,subject,hip,kinematic,right,RHipAngles,0.00800790904597133,exploratory,207
RHipAngles_ax2_tpeak_vel_pct__median,31,17,14,56.0,44.25,38.64705882352941,39.892857142857146,11.75,0.2655367231638418,0.10084033613445378,0.2946708463949843,-0.3236344537815126,0.5252100840336135,negligible,VICTIMS_HIGHER,0.5294117647058824,0.6428571428571429,131.0,0.6470790605274314,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.10407239819004525,0.04072398190045249,0.16964285714285715,1.0,0.06880252100840337,0.10084033613445378,0.622,999,subject,hip,kinematic,right,RHipAngles,0.00800790904597133,exploratory,208
LAnkleAngles_ax1_phase_60_70_min__median,31,17,14,-3.877647638320923,-8.282131433486938,-5.8703805322156235,-6.9852679542132785,4.404483795166016,0.531805590208032,0.10084033613445378,0.3582474573056366,-0.3195378151260504,0.5296218487394956,negligible,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.08928571428571429,0.04072398190045249,0.18552036199095023,1.0,0.08468002585649645,0.10084033613445378,0.639,999,subject,ankle,phase,left,LAnkleAngles,0.00800790904597133,exploratory,209
sym_AbsAnkleAngle_ax1_tmax_pct_absdiff,31,17,14,2.0,1.0,1.5588235294117647,2.75,1.0,1.0,0.1134453781512605,0.64,-0.3277310924369748,0.4957983193277311,negligible,VICTIMS_HIGHER,0.5294117647058824,0.7142857142857143,132.5,0.5997027286960193,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1134453781512605,0.1085972850678733,0.06334841628959276,0.19909502262443438,1.0,0.08564964447317387,0.1134453781512605,0.602,999,subject,ankle,symmetry,bilateral,LAbsAnkleAngle|RAbsAnkleAngle,0.007657563025210082,exploratory,210
RHEE_ax2_excursion__median,31,17,14,56.041046142578125,56.91665267944336,54.82488250732422,57.68626403808594,0.8756065368652344,-0.015384013213086897,-0.10084033613445378,-0.06615285218338492,-0.5462184873949579,0.31932773109243695,negligible,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,107.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.10084033613445378,-0.10407239819004525,-0.16964285714285715,-0.04072398190045249,1.0,0.06880252100840337,-0.10084033613445378,0.662,999,subject,foot,spatial,right,RHEE,0.007607513593672763,exploratory,211
CentreOfMass_ax2_excursion__median,31,17,14,43.49607849121094,45.32321739196777,43.49507500143612,45.77328627450125,1.827138900756836,-0.040313530369109306,-0.10084033613445378,-0.14018645977044294,-0.5126050420168067,0.31953781512605023,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,107.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.10084033613445378,-0.09502262443438914,-0.167420814479638,-0.03167420814479638,1.0,0.0691661279896574,-0.10084033613445378,0.671,999,subject,whole_body,spatial,none,CentreOfMass,0.007607513593672763,exploratory,212
LHipAngles_ax2_max__median,31,17,14,8.937753200531006,6.855503797531128,8.287289787741269,7.750313920634134,2.082249402999878,0.303733972658546,0.08403361344537816,0.3994821535178362,-0.3195378151260504,0.5042016806722689,negligible,VICTIMS_HIGHER,0.5882352941176471,0.7142857142857143,129.0,0.7061030154647306,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.08403361344537816,0.06787330316742081,0.013574660633484163,0.167420814479638,1.0,0.08338720103425984,0.08403361344537816,0.713,999,subject,hip,kinematic,left,LHipAngles,0.007414730598121602,exploratory,213
LFootProgressAngles_ax3_tpeak_vel_pct__median,31,17,14,49.5,49.5,52.35294117647059,48.57142857142857,0.0,0.0,0.10504201680672269,0.0,-0.3277310924369748,0.4960084033613444,negligible,VICTIMS_HIGHER,0.47058823529411764,0.5,131.5,0.633290451578316,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10504201680672269,0.11160714285714286,0.03619909502262444,0.18099547511312217,1.0,0.07595345830639948,0.10504201680672269,0.607,999,subject,foot,kinematic,left,LFootProgressAngles,0.007414730598121601,exploratory,214
RFootProgressAngles_ax2_median__median,31,17,14,1.3690368235111237,1.103628158569336,1.4710345816634156,1.1945544800588064,0.2654086649417877,0.240487398659567,0.09243697478991597,0.14588968723173007,-0.3111344537815126,0.5210084033613446,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5714285714285714,130.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.09243697478991597,0.09502262443438914,0.02262443438914027,0.1583710407239819,1.0,0.0698125404007757,0.09243697478991597,0.667,999,subject,foot,kinematic,right,RFootProgressAngles,0.007340583292140386,exploratory,215
LHipAngles_ax2_tmin_pct__median,31,17,14,25.0,40.0,40.05882352941177,43.607142857142854,15.0,-0.375,-0.08823529411764706,-0.3333333333333333,-0.4790966386554622,0.34044117647058814,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,108.5,0.6904913291874992,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.08823529411764706,-0.08144796380090498,-0.17194570135746606,-0.03619909502262444,1.0,0.083710407239819,-0.08823529411764706,0.694,999,subject,hip,kinematic,left,LHipAngles,0.007006920415224913,exploratory,216
LHipAngles_ax1_phase_30_40_rom__median,31,17,14,9.207647562026978,9.472861289978027,9.168679079588722,9.220488020351954,0.2652137279510498,-0.02799721434025822,-0.08403361344537816,-0.16692009837356792,-0.4792016806722689,0.3445378151260504,negligible,VICTIMS_LOWER,0.5882352941176471,0.5714285714285714,109.0,0.7061030154647306,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.08403361344537816,-0.07692307692307693,-0.167420814479638,-0.02262443438914027,1.0,0.08338720103425984,-0.08403361344537816,0.713,999,subject,hip,phase,left,LHipAngles,0.006673257538309442,exploratory,217
LAnkleAngles_ax1_peak_acc__median,31,17,14,9593.746439896364,8854.351165101047,9385.29981893953,9085.527217033536,739.3952747953172,0.08350643214938258,0.07563025210084033,0.23083534574450634,-0.33613445378151263,0.4789915966386555,negligible,VICTIMS_HIGHER,0.5882352941176471,0.7142857142857143,128.0,0.735814797438752,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.07563025210084033,0.0625,0.013574660633484163,0.1493212669683258,1.0,0.07369101486748546,0.07563025210084033,0.757,999,subject,ankle,kinematic,left,LAnkleAngles,0.0066732575383094414,exploratory,218
LAnkleAngles_ax1_phase_80_90_rom__median,31,17,14,3.0309009552001953,3.471431016921997,3.5955182655769238,3.690303879656962,0.44053006172180176,-0.12690157447299794,-0.09243697478991597,-0.2538602361940703,-0.5210084033613446,0.33613445378151263,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,108.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.09243697478991597,-0.08597285067873303,-0.167420814479638,-0.03571428571428571,1.0,0.07498383968972203,-0.09243697478991597,0.677,999,subject,ankle,phase,left,LAnkleAngles,0.006606524962926348,exploratory,219
RAbsAnkleAngle_ax1_tmax_pct__median,31,17,14,50.0,50.25,50.411764705882355,49.607142857142854,0.25,-0.004975124378109453,0.09243697478991597,-0.06451612903225806,-0.3235294117647059,0.48760504201680654,negligible,VICTIMS_HIGHER,0.47058823529411764,0.42857142857142855,130.0,0.6730165704469888,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.09243697478991597,0.10267857142857142,0.03167420814479638,0.16071428571428573,1.0,0.06827731092436976,0.09243697478991597,0.644,999,subject,ankle,kinematic,right,RAbsAnkleAngle,0.00652496292634701,exploratory,220
