feature,n_subjects,n_victims,n_controls,victim_median,control_median,victim_mean,control_mean,abs_median_diff,rel_median_diff,cliffs_delta,standardized_median_iqr,cliffs_delta_ci_lo,cliffs_delta_ci_hi,cliffs_magnitude,direction,victim_consistency,control_consistency,mannwhitney_u,raw_p,test,fdr_q,adjusted_p,full_cliffs_delta,loso_delta_median,loso_delta_min,loso_delta_max,loso_direction_agreement,loso_max_abs_shift,observed_cliffs_delta,perm_p,n_perm,unit,anatomical_region,family,side,source_signal,rank_score,signature_status,rank
COM_msjerk__median,31,17,14,110566411.89686635,48963040.055520356,153652877.0371489,92465503.04516037,61603371.841345996,1.2581606814342505,0.2773109243697479,0.6157137841360819,-0.13445378151260504,0.6556722689075628,small,VICTIMS_HIGHER,0.5882352941176471,0.8571428571428571,152.0,0.1970292009147897,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.2773109243697479,0.27601809954751133,0.22171945701357465,0.3665158371040724,1.0,0.08920491273432446,0.2773109243697479,0.2,999,subject,whole_body,smoothness,none,CentreOfMass,0.019574888779041028,exploratory,84
LKJC_ax2_excursion__median,31,17,14,54.82051086425781,56.41363525390625,52.62341746161966,56.27019173758371,1.5931243896484375,-0.028240059029667385,-0.19327731092436976,-0.12611104123865594,-0.5884453781512605,0.17647058823529413,small,VICTIMS_LOWER,0.7058823529411765,0.5714285714285714,96.0,0.371793069296558,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.19327731092436976,-0.1875,-0.2850678733031674,-0.13122171945701358,1.0,0.09179056237879765,-0.19327731092436976,0.365,999,subject,knee,spatial,left,LKJC,0.01944142362827484,exploratory,85
RAbsAnkleAngle_ax1_peak_acc__median,31,17,14,7904.1874998992735,7407.514400085253,8265.473621001134,7393.003183265987,496.67309981402013,0.06704990000536536,0.2184873949579832,0.21864382498414192,-0.19327731092436976,0.6136554621848738,small,VICTIMS_HIGHER,0.5882352941176471,0.7142857142857143,145.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.2184873949579832,0.21266968325791855,0.167420814479638,0.3031674208144796,1.0,0.08468002585649642,0.2184873949579832,0.31,999,subject,ankle,kinematic,right,RAbsAnkleAngle,0.019278299555116167,exploratory,86
var_LAnkleAngles_ax1_rom_sd,31,17,14,2.08042713516468,2.6265763746763824,4.003714395191482,4.246390629279968,0.5461492395117022,-0.20793198506515642,-0.2184873949579832,-0.4866395564788676,-0.6218487394957983,0.21869747899159644,small,VICTIMS_LOWER,0.7647058823529411,0.6428571428571429,93.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.2184873949579832,-0.21428571428571427,-0.3031674208144796,-0.1583710407239819,1.0,0.08468002585649642,-0.2184873949579832,0.324,999,subject,mixed,variability,none,LAnkleAngles_ax1_rom,0.01879634206623826,exploratory,87
var_LAnkleAngles_ax1_rom_cv,31,17,14,0.06480998997987304,0.07717829063988577,0.11913219001096073,0.1151970062838973,0.012368300660012724,-0.16025621398798875,-0.2184873949579832,-0.49562237240117946,-0.6050420168067226,0.20189075630252082,small,VICTIMS_LOWER,0.7647058823529411,0.6428571428571429,93.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.2184873949579832,-0.21428571428571427,-0.3031674208144796,-0.167420814479638,1.0,0.08468002585649642,-0.2184873949579832,0.326,999,subject,mixed,variability,none,LAnkleAngles_ax1_rom,0.01879634206623826,exploratory,88
cycle_duration_s__median,31,17,14,1.03,1.05,1.041470588235294,1.0585714285714287,0.020000000000000018,-0.019047619047619063,-0.21008403361344538,-0.2857142857142857,-0.5714285714285714,0.21428571428571427,small,VICTIMS_LOWER,0.5882352941176471,0.5714285714285714,94.0,0.32849549924237254,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.21008403361344538,-0.21266968325791855,-0.2857142857142857,-0.1583710407239819,1.0,0.07563025210084032,-0.21008403361344538,0.347,999,subject,gait_cycle,temporal,ipsilateral,events,0.018536826495304005,exploratory,89
RAJC_ax2_excursion__median,31,17,14,57.120025634765625,58.30856895446777,55.35395902745864,59.665017536708284,1.1885433197021484,-0.020383681867244294,-0.24369747899159663,-0.08220346914921173,-0.6304621848739496,0.14285714285714285,small,VICTIMS_LOWER,0.5294117647058824,0.5,90.0,0.2579351703686603,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.24369747899159663,-0.25892857142857145,-0.32142857142857145,-0.19457013574660634,1.0,0.07773109243697482,-0.24369747899159663,0.266,999,subject,ankle,spatial,right,RAJC,0.018384824518042506,exploratory,90
LHEE_ax2_excursion__median,31,17,14,57.1712646484375,58.03208923339844,56.02268286312328,61.5851080758231,0.8608245849609375,-0.014833596314252953,-0.24369747899159663,-0.04907444457975956,-0.6388655462184873,0.16806722689075632,small,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,90.0,0.2579351703686603,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.24369747899159663,-0.25,-0.32142857142857145,-0.19457013574660634,1.0,0.07773109243697482,-0.24369747899159663,0.282,999,subject,foot,spatial,left,LHEE,0.018384824518042506,exploratory,91
LAnkleAngles_ax1_phase_0_10_rom__median,31,17,14,9.140610694885254,10.591844320297241,9.459037020145093,9.828417279890605,1.4512336254119873,-0.137014251864614,-0.17647058823529413,-0.531799952479053,-0.6052521008403361,0.2523109243697477,small,VICTIMS_LOWER,0.7647058823529411,0.7142857142857143,98.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.17647058823529413,-0.16071428571428573,-0.2669683257918552,-0.13122171945701358,1.0,0.09049773755656107,-0.17647058823529413,0.424,999,subject,ankle,phase,left,LAnkleAngles,0.018217993079584775,exploratory,92
var_LKneeAngles_ax1_rom_mad,31,17,14,1.0971808433532715,1.0709338188171387,1.2292322046397364,1.012408013854708,0.026247024536132812,0.024508540187033235,0.226890756302521,0.08058861355867297,-0.17647058823529413,0.5966386554621849,small,VICTIMS_HIGHER,0.7058823529411765,0.6428571428571429,146.0,0.2928470165627216,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.226890756302521,0.22321428571428573,0.167420814479638,0.29464285714285715,1.0,0.06775210084033614,0.226890756302521,0.317,999,subject,mixed,variability,none,LKneeAngles_ax1_rom,0.018017795353435492,exploratory,93
LAnkleAngles_ax3_peak_vel__median,31,17,14,331.1541894937541,296.33459997351497,336.20128149753987,311.0736046031646,34.819589520239106,0.11750092470926825,0.16806722689075632,0.2848082900088163,-0.22710084033613445,0.5714285714285714,small,VICTIMS_HIGHER,0.7058823529411765,0.6428571428571429,139.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.16806722689075632,0.16071428571428573,0.11312217194570136,0.24107142857142858,1.0,0.07300420168067226,0.16806722689075632,0.438,999,subject,ankle,kinematic,left,LAnkleAngles,0.017795353435491844,exploratory,94
LAnkleAngles_ax1_phase_70_80_rom__median,31,17,14,5.623543206602335,7.261406406760216,6.650345856871675,7.433628228093896,1.6378632001578808,-0.22555729681140899,-0.20168067226890757,-0.39401318097353544,-0.5970588235294118,0.23550420168067207,small,VICTIMS_LOWER,0.6470588235294118,0.7142857142857143,95.0,0.3509160535416732,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.20168067226890757,-0.1875,-0.2767857142857143,-0.15178571428571427,1.0,0.07510504201680673,-0.20168067226890757,0.351,999,subject,ankle,phase,left,LAnkleAngles,0.017617399901136924,exploratory,95
LKneeAngles_ax1_phase_70_80_rom__median,31,17,14,6.010440826416016,6.363591194152832,6.2798302313860725,6.9068420955113,0.3531503677368164,-0.055495451697354106,-0.2184873949579832,-0.195310089478556,-0.6134453781512605,0.21029411764705863,small,VICTIMS_LOWER,0.5882352941176471,0.6428571428571429,93.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.2184873949579832,-0.22171945701357465,-0.27601809954751133,-0.1583710407239819,1.0,0.0601163542340013,-0.2184873949579832,0.3,999,subject,knee,phase,left,LKneeAngles,0.01735046959960455,exploratory,96
LKneeAngles_ax1_median__median,31,17,14,24.194107055664062,20.75311279296875,22.117824947132785,21.017066955566406,3.4409942626953125,0.16580617553724938,0.15126050420168066,0.5730187165806186,-0.2689075630252101,0.5464285714285712,small,VICTIMS_HIGHER,0.7647058823529411,0.6428571428571429,137.0,0.4872755078332215,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.15126050420168066,0.14027149321266968,0.09502262443438914,0.2398190045248869,1.0,0.08855850032320622,0.15126050420168066,0.484,999,subject,knee,kinematic,left,LKneeAngles,0.017350469599604547,exploratory,97
LKneeAngles_ax1_vel_rms__median,31,17,14,192.93982773852562,190.3710867330778,194.49072288096752,192.37485578814986,2.5687410054478335,0.0134933358291404,0.17647058823529413,0.16122467828741663,-0.226890756302521,0.5798319327731093,small,VICTIMS_HIGHER,0.6470588235294118,0.5714285714285714,140.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.17647058823529413,0.17857142857142858,0.12217194570135746,0.2579185520361991,1.0,0.081447963800905,0.17647058823529413,0.406,999,subject,knee,kinematic,left,LKneeAngles,0.017128027681660902,exploratory,98
RFootProgressAngles_ax1_std__median,31,17,14,28.83289306545901,28.990519810683516,28.76047688639003,29.142319699362435,0.15762674522450482,-0.0054371824394268565,-0.17647058823529413,-0.10050610754264344,-0.6134453781512605,0.23550420168067207,small,VICTIMS_LOWER,0.6470588235294118,0.6428571428571429,98.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.17647058823529413,-0.167420814479638,-0.2669683257918552,-0.11312217194570136,1.0,0.09049773755656107,-0.17647058823529413,0.437,999,subject,foot,kinematic,right,RFootProgressAngles,0.017128027681660902,exploratory,99
LPSI_ax3_excursion__median,31,17,14,47.9395751953125,49.39500427246094,47.00534596162684,49.50144958496094,1.4554290771484375,-0.02946510681769247,-0.226890756302521,-0.16057940101120763,-0.6218487394957983,0.20189075630252082,small,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,92.0,0.2928470165627216,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.226890756302521,-0.23214285714285715,-0.30357142857142855,-0.17647058823529413,1.0,0.07668067226890754,-0.226890756302521,0.301,999,subject,pelvis,spatial,left,LPSI,0.017116905585763714,exploratory,100
RFootProgressAngles_ax1_rom__median,31,17,14,101.68239068984985,104.29848098754883,102.71197164759917,104.89394279888698,2.6160902976989746,-0.025082726737039287,-0.19327731092436976,-0.38419985729600936,-0.5968487394957983,0.226890756302521,small,VICTIMS_LOWER,0.5882352941176471,0.7142857142857143,96.0,0.371793069296558,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.19327731092436976,-0.1875,-0.25892857142857145,-0.13122171945701358,1.0,0.0656512605042017,-0.19327731092436976,0.396,999,subject,foot,kinematic,right,RFootProgressAngles,0.017053880375679686,exploratory,101
coord_right_hip_knee_ax1_corr__median,31,17,14,0.1612495613988134,0.11777194844538297,0.15752229000159074,0.13077194260634176,0.043477612953430445,0.36916781565852497,0.2184873949579832,0.45197957770744607,-0.17668067226890757,0.6470588235294118,small,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,145.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.2184873949579832,0.21266968325791855,0.1583710407239819,0.3031674208144796,1.0,0.08468002585649642,0.2184873949579832,0.3,999,subject,hip,coordination,right,RHipAngles|RKneeAngles,0.016964903608502228,exploratory,102
RKneeAngles_ax1_phase_70_80_rom__median,31,17,14,6.4320220947265625,6.744145393371582,6.559928136713364,7.244157995496478,0.31212329864501953,-0.04628063015245592,-0.23529411764705882,-0.17177790141081625,-0.6220588235294118,0.1850840336134452,small,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,91.0,0.27501302114502435,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.23529411764705882,-0.248868778280543,-0.29464285714285715,-0.17647058823529413,1.0,0.05934873949579833,-0.23529411764705882,0.249,999,subject,knee,phase,right,RKneeAngles,0.016816608996539792,exploratory,103
LKneeAngles_ax3_tpeak_vel_pct__median,31,17,14,50.0,56.5,44.294117647058826,50.714285714285715,6.5,-0.11504424778761062,-0.18907563025210083,-0.2639593908629442,-0.5672268907563025,0.226890756302521,small,VICTIMS_LOWER,0.5882352941176471,0.6428571428571429,96.5,0.38053855086338517,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.18907563025210083,-0.18303571428571427,-0.2579185520361991,-0.12669683257918551,1.0,0.06884292178409829,-0.18907563025210083,0.387,999,subject,knee,kinematic,left,LKneeAngles,0.0166831438457736,exploratory,104
RHipAngles_ax1_phase_40_50_rom__median,31,17,14,5.551887512207031,4.289270877838135,5.077037561465712,4.608319508177893,1.2626166343688965,0.29436626184944437,0.15966386554621848,0.5583085118573774,-0.2691176470588235,0.5546218487394958,small,VICTIMS_HIGHER,0.7647058823529411,0.6428571428571429,138.0,0.46273979492564543,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.15966386554621848,0.15178571428571427,0.09502262443438914,0.248868778280543,1.0,0.08920491273432452,0.15966386554621848,0.437,999,subject,hip,phase,right,RHipAngles,0.01648294611962432,exploratory,105
RFootProgressAngles_ax2_max__median,31,17,14,10.455816745758057,6.947147369384766,10.049617346595316,9.43898195028305,3.508669376373291,0.505051813329248,0.14285714285714285,0.5639661885691261,-0.3277310924369748,0.5714285714285714,negligible,VICTIMS_HIGHER,0.7647058823529411,0.6428571428571429,136.0,0.512497079202056,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.14285714285714285,0.13392857142857142,0.07692307692307693,0.23076923076923078,1.0,0.08791208791208793,0.14285714285714285,0.482,999,subject,foot,kinematic,right,RFootProgressAngles,0.016386554621848737,exploratory,106
RKneeAngles_ax2_tmin_pct__median,31,17,14,55.0,49.0,52.88235294117647,46.57142857142857,6.0,0.12244897959183673,0.18487394957983194,0.16161616161616163,-0.24401260504201677,0.5925420168067226,small,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,141.0,0.3929459269205442,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.18487394957983194,0.18099547511312217,0.12217194570135746,0.27601809954751133,1.0,0.09114414996767939,0.18487394957983194,0.399,999,subject,knee,kinematic,right,RKneeAngles,0.016312407315867524,exploratory,107
LAnkleAngles_ax1_rom__median,31,17,14,33.591004371643066,33.81073474884033,32.647342169986054,34.26648589542934,0.21973037719726562,-0.006498834728955487,-0.18487394957983194,-0.026310411907812612,-0.5884453781512605,0.21869747899159644,small,VICTIMS_LOWER,0.5882352941176471,0.5,97.0,0.39342338542861877,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.18487394957983194,-0.19642857142857142,-0.25892857142857145,-0.13122171945701358,1.0,0.07405462184873951,-0.18487394957983194,0.417,999,subject,ankle,kinematic,left,LAnkleAngles,0.016312407315867524,exploratory,108
LAnkleAngles_ax1_phase_10_20_mean__median,31,17,14,2.3664400627836586,-1.3777855177409948,0.0019152891109971884,-1.2826817362037084,3.7442255805246534,2.71756781611673,0.16806722689075632,0.5277819004544473,-0.23550420168067226,0.6136554621848738,small,VICTIMS_HIGHER,0.7058823529411765,0.7857142857142857,139.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.16806722689075632,0.14285714285714285,0.10407239819004525,0.2579185520361991,1.0,0.0898513251454428,0.16806722689075632,0.423,999,subject,ankle,phase,left,LAnkleAngles,0.01601581809194266,exploratory,109
sym_ASI_ax1_excursion_absdiff,31,17,14,9.155048370361328,6.963210105895996,13.44955818793353,9.92106464930943,2.191838264465332,0.3147741100917557,0.19327731092436976,0.18907026687139394,-0.25210084033613445,0.6134453781512605,small,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,142.0,0.371793069296558,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.19327731092436976,0.1875,0.13122171945701358,0.2669683257918552,1.0,0.07369101486748544,0.19327731092436976,0.398,999,subject,pelvis,symmetry,bilateral,LASI|RASI,0.015945378151260504,exploratory,110
RKneeAngles_ax1_tpeak_vel_pct__median,31,17,14,69.5,47.25,67.3529411764706,59.82142857142857,22.25,0.4708994708994709,0.1638655462184874,0.5021156558533145,-0.25210084033613445,0.5590336134453779,small,VICTIMS_HIGHER,0.6470588235294118,0.7142857142857143,138.5,0.44862356697245487,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1638655462184874,0.14732142857142858,0.11312217194570136,0.24434389140271492,1.0,0.08047834518422753,0.1638655462184874,0.411,999,subject,knee,kinematic,right,RKneeAngles,0.015904597132970835,exploratory,111
sym_AJC_path3d_si,31,17,14,-0.06790901671318815,-0.42110020444973795,-0.004412258276338176,-0.2839970793789302,0.3531911877365498,0.838734306002234,0.17647058823529413,0.3422185093594305,-0.24369747899159663,0.5800420168067225,small,VICTIMS_HIGHER,0.7058823529411765,0.5714285714285714,140.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.17647058823529413,0.16964285714285715,0.12217194570135746,0.2669683257918552,1.0,0.09049773755656107,0.17647058823529413,0.425,999,subject,ankle,symmetry,bilateral,LAJC|RAJC,0.015882352941176472,exploratory,112
LKneeAngles_ax1_phase_40_50_mean__median,31,17,14,15.935063409805297,15.0674418091774,16.15913240236833,14.440147210231848,0.8676216006278974,0.05758254198794645,0.2184873949579832,0.14108643996664164,-0.20168067226890757,0.5966386554621849,small,VICTIMS_HIGHER,0.5294117647058824,0.5714285714285714,145.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.2184873949579832,0.22321428571428573,0.1583710407239819,0.29411764705882354,1.0,0.07563025210084034,0.2184873949579832,0.315,999,subject,knee,phase,left,LKneeAngles,0.015615422639644095,exploratory,113
RHipAngles_ax3_min__median,31,17,14,-30.193142890930176,-26.344160079956055,-28.12994896664339,-23.841360466820852,3.848982810974121,-0.14610383475093663,-0.17647058823529413,-0.21128839630650992,-0.5714285714285714,0.23529411764705882,small,VICTIMS_LOWER,0.5882352941176471,0.7857142857142857,98.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.17647058823529413,-0.17647058823529413,-0.25,-0.125,1.0,0.07352941176470587,-0.17647058823529413,0.408,999,subject,hip,kinematic,right,RHipAngles,0.015570934256055364,exploratory,114
LKneeAngles_ax2_peak_acc__median,31,17,14,4000.709268405857,3272.196694815004,4100.8008986157,3706.271207775591,728.5125735908532,0.22263715831790493,0.15966386554621848,0.42112929437764096,-0.22710084033613445,0.6050420168067226,small,VICTIMS_HIGHER,0.6470588235294118,0.7142857142857143,138.0,0.46273979492564543,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.15966386554621848,0.1493212669683258,0.10714285714285714,0.23214285714285715,1.0,0.07247899159663868,0.15966386554621848,0.48,999,subject,knee,kinematic,left,LKneeAngles,0.015496786950074146,exploratory,115
RHipAngles_ax1_phase_0_10_rom__median,31,17,14,2.5715293884277344,2.4348543882369995,2.620829017723308,2.4330999851226807,0.13667500019073486,0.056132720236176784,0.17647058823529413,0.27036520820066273,-0.23550420168067226,0.5798319327731093,small,VICTIMS_HIGHER,0.6470588235294118,0.5714285714285714,140.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.17647058823529413,0.17857142857142858,0.11312217194570136,0.24107142857142858,1.0,0.06460084033613445,0.17647058823529413,0.414,999,subject,hip,phase,right,RHipAngles,0.015415224913494813,exploratory,116
RAnkleAngles_ax1_phase_60_70_max__median,31,17,14,8.229772090911865,7.7515270709991455,7.646906856228323,6.230168725763049,0.4782450199127197,0.06169687798704618,0.19327731092436976,0.14610404331498097,-0.20168067226890757,0.5716386554621846,small,VICTIMS_HIGHER,0.5882352941176471,0.7142857142857143,142.0,0.371793069296558,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.19327731092436976,0.19457013574660634,0.13122171945701358,0.2669683257918552,1.0,0.07369101486748544,0.19327731092436976,0.371,999,subject,ankle,phase,right,RAnkleAngles,0.015348492338111717,exploratory,117
coord_right_knee_ankle_ax1_lag_pct__median,31,17,14,-4.0,-5.0,-4.676470588235294,-5.142857142857143,1.0,0.2,0.21428571428571427,0.4,-0.16806722689075632,0.6012605042016803,small,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,144.5,0.3147480447398059,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.21428571428571427,0.2081447963800905,0.16289592760180996,0.3031674208144796,1.0,0.08888170652876534,0.21428571428571427,0.327,999,subject,knee,coordination,right,RKneeAngles|RAnkleAngles,0.015126050420168067,exploratory,118
LKneeAngles_ax1_phase_20_30_rom__median,31,17,14,6.335609436035156,6.615816354751587,6.830038863069871,7.427698203495571,0.28020691871643066,-0.04235409565369533,-0.21008403361344538,-0.16144041732338194,-0.6050420168067226,0.21029411764705863,small,VICTIMS_LOWER,0.5294117647058824,0.7142857142857143,94.0,0.330797823330896,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.21008403361344538,-0.22171945701357465,-0.2767857142857143,-0.1493212669683258,1.0,0.06670168067226892,-0.21008403361344538,0.326,999,subject,knee,phase,left,LKneeAngles,0.015014829461196245,exploratory,119
RAnkleAngles_ax1_mean__median,31,17,14,8.361208162832968,7.0741630814379395,7.658361256710395,6.9237404882221565,1.2870450813950285,0.18193602078133256,0.16806722689075632,0.33730223458897785,-0.21008403361344538,0.5294117647058824,small,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,139.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.16806722689075632,0.167420814479638,0.10407239819004525,0.2398190045248869,1.0,0.07175177763413057,0.16806722689075632,0.462,999,subject,ankle,kinematic,right,RAnkleAngles,0.014829461196243204,exploratory,120
LKJC_ax3_excursion__median,31,17,14,92.85519409179688,85.99124145507812,89.25950981588925,86.36132267543248,6.86395263671875,0.07982153206038411,0.17647058823529413,0.4027608127542655,-0.24432773109243694,0.6050420168067226,small,VICTIMS_HIGHER,0.5882352941176471,0.7857142857142857,140.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.17647058823529413,0.1583710407239819,0.125,0.2579185520361991,1.0,0.081447963800905,0.17647058823529413,0.427,999,subject,knee,spatial,left,LKJC,0.014792387543252595,exploratory,121
LKneeAngles_ax3_max__median,31,17,14,0.8133844137191772,-1.6562827825546265,0.7973078910042258,-1.0567528722541673,2.4696671962738037,1.4910903031091254,0.15126050420168066,0.2399350823732021,-0.26071428571428573,0.5882352941176471,small,VICTIMS_HIGHER,0.6470588235294118,0.7142857142857143,137.0,0.4872755078332215,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.15126050420168066,0.14027149321266968,0.08597285067873303,0.23076923076923078,1.0,0.07950872656755012,0.15126050420168066,0.489,999,subject,knee,kinematic,left,LKneeAngles,0.014681166584280772,exploratory,122
LKneeAngles_ax1_phase_30_40_rom__median,31,17,14,18.273975372314453,11.407820224761963,16.84527385936064,14.588706527437482,6.86615514755249,0.6018814297799614,0.16806722689075632,0.5427709160537579,-0.26071428571428573,0.5462184873949579,small,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,139.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.16806722689075632,0.1583710407239819,0.11312217194570136,0.2579185520361991,1.0,0.0898513251454428,0.16806722689075632,0.451,999,subject,knee,phase,left,LKneeAngles,0.014681166584280772,exploratory,123
RKneeAngles_ax1_phase_40_50_mean__median,31,17,14,18.631565284729003,17.304523372650145,17.696271763128394,16.54872414810317,1.3270419120788581,0.07668757373440589,0.16806722689075632,0.2399842695669521,-0.25210084033613445,0.554831932773109,small,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,139.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.16806722689075632,0.16071428571428573,0.10407239819004525,0.2579185520361991,1.0,0.0898513251454428,0.16806722689075632,0.435,999,subject,knee,phase,right,RKneeAngles,0.014681166584280772,exploratory,124
LASI_ax2_excursion__median,31,17,14,57.25880432128906,56.82604217529297,54.88693955365349,58.84445898873465,0.43276214599609375,0.007615560215528289,-0.2184873949579832,0.02751790257918786,-0.5966386554621849,0.20189075630252082,small,VICTIMS_LOWER,0.47058823529411764,0.5,93.0,0.31144131894886007,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.2184873949579832,-0.23214285714285715,-0.3031674208144796,-0.1583710407239819,1.0,0.08468002585649642,-0.2184873949579832,0.316,999,subject,pelvis,spatial,left,LASI,0.014651507661888285,exploratory,125
LKneeAngles_ax2_tpeak_vel_pct__median,31,17,14,44.0,54.75,50.0,54.25,10.75,-0.1963470319634703,-0.14705882352941177,-0.42574257425742573,-0.5756302521008403,0.29411764705882354,small,VICTIMS_LOWER,0.6470588235294118,0.7857142857142857,101.5,0.4994123847384315,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.14705882352941177,-0.13574660633484162,-0.2171945701357466,-0.08144796380090498,1.0,0.07013574660633484,-0.14705882352941177,0.512,999,subject,knee,kinematic,left,LKneeAngles,0.014273356401384085,exploratory,126
RKneeAngles_ax2_tpeak_vel_pct__median,31,17,14,53.0,43.5,52.55882352941177,48.714285714285715,9.5,0.21839080459770116,0.14705882352941177,0.3559718969555035,-0.29411764705882354,0.6050420168067226,small,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,136.5,0.49967212842128306,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.14705882352941177,0.13839285714285715,0.09049773755656108,0.22624434389140272,1.0,0.07918552036199095,0.14705882352941177,0.498,999,subject,knee,kinematic,right,RKneeAngles,0.014273356401384085,exploratory,127
RHipAngles_ax2_max__median,31,17,14,9.040038108825684,8.658909320831299,9.64082170935238,8.645727515220642,0.38112878799438477,0.04401579620166232,0.15966386554621848,0.09511288016693081,-0.24390756302521008,0.5380252100840334,small,VICTIMS_HIGHER,0.5882352941176471,0.5714285714285714,138.0,0.46273979492564543,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.15966386554621848,0.16071428571428573,0.09502262443438914,0.2398190045248869,1.0,0.08015513897866841,0.15966386554621848,0.473,999,subject,hip,kinematic,right,RHipAngles,0.014087988136431043,exploratory,128
RTOE_ax2_excursion__median,31,17,14,60.17474365234375,64.55550146102905,63.89617572111242,69.02147586005074,4.380757808685303,-0.0678603327298121,-0.16806722689075632,-0.21943967555341243,-0.5630252100840336,0.24369747899159663,small,VICTIMS_LOWER,0.5882352941176471,0.7142857142857143,99.0,0.43890886310183785,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.16806722689075632,-0.167420814479638,-0.248868778280543,-0.11312217194570136,1.0,0.08080155138978667,-0.16806722689075632,0.444,999,subject,foot,spatial,right,RTOE,0.014087988136431043,exploratory,129
RAnkleAngles_ax1_phase_80_90_rom__median,31,17,14,3.4083776473999023,3.345363736152649,3.882114118512939,3.451903611421585,0.06301391124725342,0.018836191283559157,0.17647058823529413,0.04573798565497962,-0.3111344537815126,0.6050420168067226,small,VICTIMS_HIGHER,0.5882352941176471,0.5,140.0,0.41579890439747025,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.17647058823529413,0.1875,0.11312217194570136,0.248868778280543,1.0,0.07239819004524886,0.17647058823529413,0.403,999,subject,ankle,phase,right,RAnkleAngles,0.014013840830449828,exploratory,130
