feature,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi,cliffs_magnitude,direction,abs_median_diff,rel_median_diff,standardized_median_iqr
RAnkleAngles_ax1_max__median,0.15126050420168066,-0.2773109243697479,0.5462184873949579,small,VICTIMS_HIGHER,0.5080389976501465,0.02770492421818396,0.0887814631994425
RKneeAngles_ax2_peak_vel__median,0.13445378151260504,-0.2857142857142857,0.5380252100840334,negligible,VICTIMS_HIGHER,9.097691940446168,0.07049833223872774,0.1513607881776885
LAJC_ax3_excursion__median,0.11764705882352941,-0.30273109243697477,0.5462184873949579,negligible,VICTIMS_HIGHER,6.95857048034668,0.04552199202603537,0.3581521999226913
RKneeAngles_ax1_phase_90_100_rom__median,0.13445378151260504,-0.2857142857142857,0.5462184873949579,negligible,VICTIMS_HIGHER,13.520715117454529,1.5372406649647323,0.654238477144816
sym_KneeAngles_ax1_tmax_pct_si,-0.22268907563025211,-0.621953781512605,0.16806722689075632,small,VICTIMS_LOWER,0.0,,0.0
var_RKneeAngles_ax1_rom_mad,0.17647058823529413,-0.25210084033613445,0.5714285714285714,small,VICTIMS_HIGHER,0.199792742729187,0.20132970247468668,0.2923239589298114
RAnkleAngles_ax2_rom__median,-0.1092436974789916,-0.5630252100840336,0.35294117647058826,negligible,VICTIMS_LOWER,0.8409916162490845,-0.1221148327389623,-0.3735304225144723
RFootProgressAngles_ax3_tmin_pct__median,0.1092436974789916,-0.3067226890756303,0.5463235294117645,negligible,VICTIMS_HIGHER,10.25,0.2192513368983957,0.3014705882352941
LKneeAngles_ax1_phase_60_70_rom__median,-0.14285714285714285,-0.5296218487394958,0.2523109243697477,negligible,VICTIMS_LOWER,4.3011568784713745,-0.24571650704219827,-0.24263212602674786
LAnkleAngles_ax1_phase_70_80_min__median,0.14285714285714285,-0.294327731092437,0.5378151260504201,negligible,VICTIMS_HIGHER,2.221750572323799,1.0416962485155046,0.17289772044048252
LAnkleAngles_ax1_phase_60_70_rom__median,-0.14285714285714285,-0.5464285714285714,0.26071428571428557,negligible,VICTIMS_LOWER,1.2618460385128856,-0.11695706757771002,-0.2243811563995543
var_LAnkleAngles_ax1_rom_mad,-0.16806722689075632,-0.5798319327731093,0.26071428571428557,small,VICTIMS_LOWER,0.4718877077102661,-0.2990358888604007,-0.6784985544234813
RKneeAngles_ax1_peak_acc__median,0.12605042016806722,-0.31932773109243695,0.5464285714285712,negligible,VICTIMS_HIGHER,346.7948967726288,0.05406269307496899,0.1729871932613463
LKneeAngles_ax1_acc_rms__median,0.12605042016806722,-0.3025210084033613,0.5210084033613446,negligible,VICTIMS_HIGHER,82.7185663748387,0.03482425734042031,0.18604100400242124
LFootProgressAngles_ax1_min__median,0.12605042016806722,-0.3025210084033613,0.5044117647058821,negligible,VICTIMS_HIGHER,1.569183349609375,0.01321000586202199,0.34918687221634964
RAnkleAngles_ax1_phase_10_20_rom__median,-0.12605042016806722,-0.5294117647058824,0.29411764705882354,negligible,VICTIMS_LOWER,1.7716269493103027,-0.15063057229320478,-0.31035308390626876
LFootProgressAngles_ax3_tmin_pct__median,-0.1134453781512605,-0.5211134453781513,0.29842436974789904,negligible,VICTIMS_LOWER,18.0,-0.2857142857142857,-0.5294117647058824
LAnkleAngles_ax1_phase_10_20_min__median,0.15126050420168066,-0.2689075630252101,0.5630252100840336,small,VICTIMS_HIGHER,2.752296566963196,0.5092829130109191,0.27985003577634404
RKJC_ax2_excursion__median,-0.14285714285714285,-0.5546218487394958,0.2605042016806723,negligible,VICTIMS_LOWER,0.1788158416748047,-0.003328191111037744,-0.014185369403884178
LHipAngles_ax2_peak_vel__median,0.10084033613445378,-0.3445378151260504,0.5378151260504201,negligible,VICTIMS_HIGHER,4.963458583405313,0.05772184722628309,0.2417720415819138
var_cycle_duration_s_cv,-0.13445378151260504,-0.5294117647058824,0.29453781512605004,negligible,VICTIMS_LOWER,0.006278272283119848,-0.1810607640453536,-0.45800979399950814
LHipAngles_ax2_min__median,0.13445378151260504,-0.3025210084033613,0.5546218487394958,negligible,VICTIMS_HIGHER,1.326038122177124,0.1563049805407317,0.3938226469829232
LHipAngles_ax2_std__median,-0.13445378151260504,-0.5294117647058824,0.31113445378151244,negligible,VICTIMS_LOWER,0.08412932184354549,-0.017881145656392712,-0.10122016989412592
RHipAngles_ax2_peak_vel__median,0.13445378151260504,-0.30273109243697477,0.5378151260504201,negligible,VICTIMS_HIGHER,1.5933620080309936,0.018255008883000863,0.13204467008265466
LFootProgressAngles_ax3_acc_rms__median,0.13445378151260504,-0.2857142857142857,0.5294117647058824,negligible,VICTIMS_HIGHER,109.10460390983076,0.11814723234028207,0.48477088765646237
LHipAngles_ax3_rom__median,0.1092436974789916,-0.30273109243697477,0.5380252100840334,negligible,VICTIMS_HIGHER,2.314604938030243,0.127683249408895,0.2008295408171881
RAnkleAngles_ax1_phase_20_30_min__median,0.1092436974789916,-0.3365546218487395,0.5294117647058824,negligible,VICTIMS_HIGHER,3.730285108089447,1.0079062693117968,0.3644726066983475
LFootProgressAngles_ax2_tpeak_vel_pct__median,-0.10504201680672269,-0.5421218487394958,0.35294117647058826,negligible,VICTIMS_LOWER,27.5,-0.5670103092783505,-0.6758832565284179
LASI_path3d__median,-0.13445378151260504,-0.5378151260504201,0.2773109243697479,negligible,VICTIMS_LOWER,13.80945924905609,-0.009752503227434806,-0.13274242596987693
RHipAngles_ax3_tmin_pct__median,0.1638655462184874,-0.24800420168067228,0.5462184873949579,small,VICTIMS_HIGHER,0.0,0.0,0.0
LAbsAnkleAngle_ax1_mean__median,0.14285714285714285,-0.2773109243697479,0.5378151260504201,negligible,VICTIMS_HIGHER,0.12827377718421484,-0.021452873878189737,-0.029036394906015013
var_RKneeAngles_ax1_tmax_pct_cv,-0.12605042016806722,-0.5548319327731093,0.2857142857142857,negligible,VICTIMS_LOWER,0.009947048479271414,-0.019636053617920764,-0.3405141609386002
var_CentreOfMass_path3d_sd,0.12605042016806722,-0.30273109243697477,0.5546218487394958,negligible,VICTIMS_HIGHER,7.719402299135517,0.15711730389716957,0.43672806070061193
RHipAngles_ax1_phase_80_90_rom__median,0.12605042016806722,-0.29411764705882354,0.5126050420168067,negligible,VICTIMS_HIGHER,0.2634073495864868,0.030317394972409456,0.14676666888625675
LHipAngles_ax2_vel_rms__median,0.10084033613445378,-0.31932773109243695,0.5128151260504199,negligible,VICTIMS_HIGHER,5.519688753345079,0.14170368241287665,0.555662236909971
RKneeAngles_ax1_std__median,0.10084033613445378,-0.31092436974789917,0.5378151260504201,negligible,VICTIMS_HIGHER,0.4367018995880123,0.021862604009067442,0.23706549570784
sym_HipAngles_ax1_max_absdiff,-0.14285714285714285,-0.5546218487394958,0.24369747899159663,negligible,VICTIMS_LOWER,0.31531429290771484,-0.11893239942143698,-0.09459729090435122
RKneeAngles_ax1_phase_10_20_min__median,-0.1092436974789916,-0.5464285714285714,0.3025210084033613,negligible,VICTIMS_LOWER,2.328091621398926,-0.08286468134986028,-0.2754647410539909
LAnkleAngles_ax1_max__median,0.11764705882352941,-0.30273109243697477,0.5128151260504199,negligible,VICTIMS_HIGHER,0.32882118225097656,0.01899871188916329,0.039761492624896054
LFootProgressAngles_ax1_tmin_pct__median,0.1722689075630252,-0.20168067226890757,0.5546218487394958,small,VICTIMS_HIGHER,0.0,0.0,0.0
RHipAngles_ax1_phase_30_40_rom__median,-0.12605042016806722,-0.5294117647058824,0.3025210084033613,negligible,VICTIMS_LOWER,0.025508403778076172,-0.003006693131036852,-0.018901657189853226
RHipAngles_ax1_vel_rms__median,0.10084033613445378,-0.32794117647058824,0.4957983193277311,negligible,VICTIMS_HIGHER,2.308625837575647,0.021799277720080938,0.14520292231655726
RAnkleAngles_ax1_peak_vel__median,0.10084033613445378,-0.37815126050420167,0.5294117647058824,negligible,VICTIMS_HIGHER,10.026852510417484,0.030043970781124404,0.1251946585566278
RFootProgressAngles_ax1_median__median,-0.10084033613445378,-0.5462184873949579,0.31092436974789917,negligible,VICTIMS_LOWER,0.49129486083984375,-0.005828169858727407,-0.18469385029637742
RFootProgressAngles_ax1_acc_rms__median,0.10084033613445378,-0.32794117647058824,0.5128151260504199,negligible,VICTIMS_HIGHER,208.11666273517085,0.06498505376884467,0.3399144521187262
RAnkleAngles_ax1_median__median,0.1092436974789916,-0.27752100840336136,0.4960084033613444,negligible,VICTIMS_HIGHER,0.9410562515258789,0.10957625260984676,0.26153703055665417
LAnkleAngles_ax1_phase_10_20_max__median,0.1092436974789916,-0.31092436974789917,0.5128151260504199,negligible,VICTIMS_HIGHER,1.356583595275879,0.24353954574345826,0.2341281990706334
LAnkleAngles_ax1_phase_10_20_rom__median,-0.1092436974789916,-0.4957983193277311,0.3025210084033613,negligible,VICTIMS_LOWER,0.8172454014420509,-0.07651286009072207,-0.13193053182535167
var_RAnkleAngles_ax1_rom_sd,-0.11764705882352941,-0.5126050420168067,0.3277310924369748,negligible,VICTIMS_LOWER,0.3477800753446918,-0.15155472163878397,-0.3140928552351284
RAnkleAngles_ax2_tmin_pct__median,0.09663865546218488,-0.3320378151260504,0.47478991596638653,negligible,VICTIMS_HIGHER,0.5,0.009900990099009901,0.14545454545454545
sym_AnkleAngles_ax1_rom_absdiff,-0.12605042016806722,-0.5546218487394958,0.2857142857142857,negligible,VICTIMS_LOWER,0.33015918731689453,-0.12378163686007387,-0.08113946447504035
sym_AbsAnkleAngle_ax1_rom_absdiff,-0.1092436974789916,-0.5294117647058824,0.29411764705882354,negligible,VICTIMS_LOWER,1.0243959426879883,-0.3271547483804552,-0.3547609572530323
RFootProgressAngles_ax3_median__median,-0.09243697478991597,-0.49600840336134455,0.3277310924369748,negligible,VICTIMS_LOWER,0.7314190864562988,-0.20173785023233634,-0.09136031159732885
LKneeAngles_ax1_phase_0_10_rom__median,-0.09243697478991597,-0.5380252100840336,0.29411764705882354,negligible,VICTIMS_LOWER,0.9478453397750854,-0.07825042504261448,-0.2920226087982571
RAnkleAngles_ax1_phase_60_70_rom__median,0.09243697478991597,-0.3025210084033613,0.48739495798319327,negligible,VICTIMS_HIGHER,1.832102507352829,0.20857695253469571,0.33578352210574847
RHipAngles_ax2_mean__median,0.10084033613445378,-0.3445378151260504,0.4957983193277311,negligible,VICTIMS_HIGHER,0.10385314223015385,0.07411163505372205,0.03452590496700729
RHipAngles_ax2_tpeak_vel_pct__median,0.10084033613445378,-0.3236344537815126,0.5252100840336135,negligible,VICTIMS_HIGHER,11.75,0.2655367231638418,0.2946708463949843
LAnkleAngles_ax1_phase_60_70_min__median,0.10084033613445378,-0.3195378151260504,0.5296218487394956,negligible,VICTIMS_HIGHER,4.404483795166016,0.531805590208032,0.3582474573056366
sym_AbsAnkleAngle_ax1_tmax_pct_absdiff,0.1134453781512605,-0.3277310924369748,0.4957983193277311,negligible,VICTIMS_HIGHER,1.0,1.0,0.64
RHEE_ax2_excursion__median,-0.10084033613445378,-0.5462184873949579,0.31932773109243695,negligible,VICTIMS_LOWER,0.8756065368652344,-0.015384013213086897,-0.06615285218338492
CentreOfMass_ax2_excursion__median,-0.10084033613445378,-0.5126050420168067,0.31953781512605023,negligible,VICTIMS_LOWER,1.827138900756836,-0.040313530369109306,-0.14018645977044294
LHipAngles_ax2_max__median,0.08403361344537816,-0.3195378151260504,0.5042016806722689,negligible,VICTIMS_HIGHER,2.082249402999878,0.303733972658546,0.3994821535178362
LFootProgressAngles_ax3_tpeak_vel_pct__median,0.10504201680672269,-0.3277310924369748,0.4960084033613444,negligible,VICTIMS_HIGHER,0.0,0.0,0.0
RFootProgressAngles_ax2_median__median,0.09243697478991597,-0.3111344537815126,0.5210084033613446,negligible,VICTIMS_HIGHER,0.2654086649417877,0.240487398659567,0.14588968723173007
LHipAngles_ax2_tmin_pct__median,-0.08823529411764706,-0.4790966386554622,0.34044117647058814,negligible,VICTIMS_LOWER,15.0,-0.375,-0.3333333333333333
LHipAngles_ax1_phase_30_40_rom__median,-0.08403361344537816,-0.4792016806722689,0.3445378151260504,negligible,VICTIMS_LOWER,0.2652137279510498,-0.02799721434025822,-0.16692009837356792
LAnkleAngles_ax1_peak_acc__median,0.07563025210084033,-0.33613445378151263,0.4789915966386555,negligible,VICTIMS_HIGHER,739.3952747953172,0.08350643214938258,0.23083534574450634
LAnkleAngles_ax1_phase_80_90_rom__median,-0.09243697478991597,-0.5210084033613446,0.33613445378151263,negligible,VICTIMS_LOWER,0.44053006172180176,-0.12690157447299794,-0.2538602361940703
RAbsAnkleAngle_ax1_tmax_pct__median,0.09243697478991597,-0.3235294117647059,0.48760504201680654,negligible,VICTIMS_HIGHER,0.25,-0.004975124378109453,-0.06451612903225806
LHipAngles_ax1_phase_90_100_rom__median,-0.10084033613445378,-0.5126050420168067,0.35294117647058826,negligible,VICTIMS_LOWER,0.37622570991516113,0.08058415668411034,0.09341787604594168
coord_left_knee_ankle_ax1_corr__median,0.10084033613445378,-0.31092436974789917,0.5380252100840334,negligible,VICTIMS_HIGHER,0.00791760501570804,0.01167681074060239,0.06524262602197305
LKneeAngles_ax3_tmin_pct__median,-0.07983193277310924,-0.48739495798319327,0.31943277310924356,negligible,VICTIMS_LOWER,6.5,-0.11926605504587157,-0.65
LFootProgressAngles_ax1_median__median,0.06722689075630252,-0.3531512605042017,0.46218487394957986,negligible,VICTIMS_HIGHER,0.11461257934570312,0.00134306400977359,0.037553398288817444
sym_AJC_path3d_absdiff,-0.09243697478991597,-0.4792016806722689,0.33613445378151263,negligible,VICTIMS_LOWER,1.5024592824163392,-0.1442400162511913,-0.1103576992775234
var_RKneeAngles_ax1_tmax_pct_sd,-0.08403361344537816,-0.49600840336134455,0.35315126050420154,negligible,VICTIMS_LOWER,0.04844392823557797,-0.0018991524414748253,-0.1442170269716545
RAnkleAngles_ax1_rom__median,-0.07563025210084033,-0.49600840336134455,0.3447478991596637,negligible,VICTIMS_LOWER,0.38102149963378906,-0.011751942792955553,-0.04820859614484775
RFootProgressAngles_ax1_min__median,0.06722689075630252,-0.3363445378151261,0.48739495798319327,negligible,VICTIMS_HIGHER,1.808502197265625,0.015211688956371188,0.35798307937801793
RHipAngles_ax2_rom__median,0.06722689075630252,-0.3195378151260504,0.48760504201680654,negligible,VICTIMS_HIGHER,0.6956009864807129,0.04370545602374818,0.25931752566252914
sym_ASI_path3d_si,0.08403361344537816,-0.29411764705882354,0.5212184873949578,negligible,VICTIMS_HIGHER,0.0988528263564277,1.8193646101369125,0.0854853325073543
sym_KJC_ax1_excursion_absdiff,-0.07563025210084033,-0.4792016806722689,0.33613445378151263,negligible,VICTIMS_LOWER,4.98797607421875,-0.40391768971714564,-0.41226156628153215
sym_TOE_path3d_si,0.07563025210084033,-0.3363445378151261,0.5042016806722689,negligible,VICTIMS_HIGHER,0.19543739812080518,4.072439621819819,0.13474104981892582
LFootProgressAngles_ax1_mean__median,-0.07563025210084033,-0.47058823529411764,0.3445378151260504,negligible,VICTIMS_LOWER,0.021811206742086142,0.0002903811610414366,0.00879819614681001
RFootProgressAngles_ax2_mean__median,0.07563025210084033,-0.34474789915966386,0.5042016806722689,negligible,VICTIMS_HIGHER,0.10100011369858941,-0.061795763683679894,-0.051085084302005083
LHipAngles_ax1_phase_0_10_rom__median,0.06722689075630252,-0.3195378151260504,0.5126050420168067,negligible,VICTIMS_HIGHER,0.0925537496805191,0.03803770429135936,0.10361326084777679
LHipAngles_ax1_phase_40_50_rom__median,-0.06722689075630252,-0.4957983193277311,0.37815126050420167,negligible,VICTIMS_LOWER,0.8186409175395966,-0.14495083550139307,-0.25462972236956155
sym_AbsAnkleAngle_ax1_tmax_pct_si,-0.08823529411764706,-0.47478991596638653,0.31932773109243695,negligible,VICTIMS_LOWER,0.0,,0.0
sym_KneeAngles_ax1_rom_si,-0.07563025210084033,-0.496218487394958,0.37836134453781495,negligible,VICTIMS_LOWER,0.4697872121622414,-9.75595983488052,-0.10955918245305078
sym_KneeAngles_ax1_rom_absdiff,-0.06722689075630252,-0.48739495798319327,0.3277310924369748,negligible,VICTIMS_LOWER,0.213954396545887,-0.11217977992616375,-0.12431398563501876
var_LKneeAngles_ax1_tmax_pct_sd,0.07563025210084033,-0.3445378151260504,0.5044117647058821,negligible,VICTIMS_HIGHER,0.060328828810863655,0.002396950850824041,0.1644853541028274
var_CentreOfMass_path3d_mad,0.07563025210084033,-0.33613445378151263,0.47920168067226876,negligible,VICTIMS_HIGHER,2.640339608512363,0.07930209886364803,0.18934642275464555
LHipAngles_ax1_tmin_pct__median,-0.06722689075630252,-0.46649159663865547,0.3445378151260504,negligible,VICTIMS_LOWER,0.5,-0.009259259259259259,-0.01444043321299639
LAnkleAngles_ax1_phase_50_60_max__median,-0.07563025210084033,-0.46218487394957986,0.3363445378151259,negligible,VICTIMS_LOWER,0.1083669662475586,0.0077146473270133025,0.01459243764137082
LAnkleAngles_ax1_peak_vel__median,-0.06722689075630252,-0.4957983193277311,0.35294117647058826,negligible,VICTIMS_LOWER,8.241886260070828,0.02218079451058246,0.08239205416360049
LFootProgressAngles_ax3_rom__median,-0.06722689075630252,-0.48739495798319327,0.37857142857142817,negligible,VICTIMS_LOWER,0.05310751497745514,0.0038851394246852823,0.00944193001332655
RAnkleAngles_ax1_phase_70_80_min__median,0.08403361344537816,-0.33613445378151263,0.5212184873949578,negligible,VICTIMS_HIGHER,2.0325933694839478,-12.660997768627873,-0.15109633438551062
RKneeAngles_ax1_median__median,-0.05042016806722689,-0.5042016806722689,0.35315126050420154,negligible,VICTIMS_LOWER,1.333451747894287,-0.05199019402953969,-0.20249363349476446
RHipAngles_ax1_rom__median,0.06722689075630252,-0.35294117647058826,0.453781512605042,negligible,VICTIMS_HIGHER,0.31617021560668945,-0.006842337753378725,-0.05201810315612272
RFootProgressAngles_ax1_mean__median,-0.058823529411764705,-0.4789915966386555,0.33613445378151263,negligible,VICTIMS_LOWER,0.018518362895093787,-0.00024704103029194515,-0.005410343104445191
RAnkleAngles_ax1_phase_40_50_rom__median,0.06722689075630252,-0.3363445378151261,0.46260504201680636,negligible,VICTIMS_HIGHER,0.4280601739883423,0.15663959055924742,0.25188853937972244
RKneeAngles_ax1_max__median,0.06722689075630252,-0.4035714285714286,0.4957983193277311,negligible,VICTIMS_HIGHER,0.297332763671875,-0.004063934706755285,-0.05215678116697486
RKneeAngles_ax1_tmin_pct__median,0.06722689075630252,-0.3236344537815126,0.46638655462184875,negligible,VICTIMS_HIGHER,0.0,0.0,0.0
RFootProgressAngles_ax3_rom__median,-0.058823529411764705,-0.4623949579831933,0.3277310924369748,negligible,VICTIMS_LOWER,0.3617369830608368,-0.024877381855771003,-0.06133445661030112
var_cycle_duration_s_mad,-0.10504201680672269,-0.5045168067226891,0.31512605042016806,negligible,VICTIMS_LOWER,0.0,0.0,0.0
RAnkleAngles_ax1_phase_10_20_max__median,0.058823529411764705,-0.31932773109243695,0.46239495798319313,negligible,VICTIMS_HIGHER,1.082674503326416,0.1438813119681087,0.25570943901410775
LHipAngles_ax1_peak_vel__median,-0.05042016806722689,-0.453781512605042,0.42016806722689076,negligible,VICTIMS_LOWER,5.178850348094329,-0.02274940854171369,-0.1814838555054265
sym_KneeAngles_ax1_tmax_pct_absdiff,-0.07563025210084033,-0.44548319327731095,0.3319327731092437,negligible,VICTIMS_LOWER,0.0,0.0,0.0
RHipAngles_ax1_peak_vel__median,0.058823529411764705,-0.3531512605042017,0.5042016806722689,negligible,VICTIMS_HIGHER,0.6435477113846844,0.002985769458004364,0.02389808211125785
LFootProgressAngles_ax3_peak_vel__median,0.05042016806722689,-0.3445378151260504,0.46239495798319313,negligible,VICTIMS_HIGHER,2.8016307685193453,0.023049686297009202,0.08165932580399576
LHipAngles_ax3_tmin_pct__median,-0.1092436974789916,-0.49159663865546216,0.2857142857142857,negligible,VICTIMS_LOWER,0.0,0.0,0.0
LFootProgressAngles_ax3_mean__median,0.05042016806722689,-0.38676470588235295,0.48760504201680654,negligible,VICTIMS_HIGHER,0.057649751936113436,0.014511552288014106,0.00790812365248145
sym_AbsAnkleAngle_ax1_max_si,0.058823529411764705,-0.3449579831932773,0.46239495798319313,negligible,VICTIMS_HIGHER,7.351681468751566,0.9491728593083977,0.2849631813585789
var_LKneeAngles_ax1_tmax_pct_cv,0.06722689075630252,-0.37815126050420167,0.4957983193277311,negligible,VICTIMS_HIGHER,0.0015864747707144966,-0.0032312640115228445,-0.05103896113623918
RAnkleAngles_ax1_phase_70_80_rom__median,0.058823529411764705,-0.3949579831932773,0.5042016806722689,negligible,VICTIMS_HIGHER,0.3166402578353882,0.05163378027566892,0.09257543008992239
RAnkleAngles_ax3_rom__median,0.05042016806722689,-0.36134453781512604,0.4287815126050418,negligible,VICTIMS_HIGHER,0.30725836753845215,0.010044236932055993,0.04796368184956195
RFootProgressAngles_ax2_tmax_pct__median,-0.0546218487394958,-0.42867647058823527,0.3487394957983193,negligible,VICTIMS_LOWER,3.5,0.06542056074766354,0.13526570048309178
LHipAngles_ax1_tmax_pct__median,-0.04201680672268908,-0.4622899159663866,0.4117647058823529,negligible,VICTIMS_LOWER,1.0,-0.023809523809523808,-0.18604651162790697
RHipAngles_ax3_tpeak_vel_pct__median,0.046218487394957986,-0.3698529411764706,0.44138655462184856,negligible,VICTIMS_HIGHER,1.0,0.021739130434782608,0.07476635514018691
opposite_foot_off_pct__median,0.046218487394957986,-0.3277310924369748,0.46638655462184875,negligible,VICTIMS_HIGHER,0.08971809062608038,0.005896142644029231,0.08231510346310326
sym_AbsAnkleAngle_ax1_rom_si,-0.058823529411764705,-0.46218487394957986,0.3865546218487395,negligible,VICTIMS_LOWER,0.8337818315463155,0.645314419533156,0.04096740444108058
RFootProgressAngles_ax3_tpeak_vel_pct__median,-0.05042016806722689,-0.45388655462184874,0.3740546218487394,negligible,VICTIMS_LOWER,0.25,0.0053475935828877,0.013245033112582781
RHipAngles_ax1_tmin_pct__median,0.03361344537815126,-0.36995798319327733,0.42468487394957954,negligible,VICTIMS_HIGHER,1.0,0.018867924528301886,0.022598870056497175
LFootProgressAngles_ax3_tmax_pct__median,0.04201680672268908,-0.36144957983193277,0.453781512605042,negligible,VICTIMS_HIGHER,5.25,0.12,0.13003095975232198
RAnkleAngles_ax1_phase_0_10_rom__median,0.04201680672268908,-0.39516806722689074,0.4539915966386553,negligible,VICTIMS_HIGHER,0.024219274520874023,0.002609051631576113,0.00869205472660397
var_stance_pct_mad,0.04201680672268908,-0.35294117647058826,0.4369747899159664,negligible,VICTIMS_HIGHER,0.019531746043242038,0.0324544983025446,0.10417942592015973
RKneeAngles_ax3_max__median,-0.05042016806722689,-0.4455882352941177,0.40336134453781514,negligible,VICTIMS_LOWER,3.118870183825493,1.505962520179294,0.17285556486847972
sym_KJC_path3d_absdiff,0.04201680672268908,-0.3949579831932773,0.44537815126050423,negligible,VICTIMS_HIGHER,3.42105379186728,0.42688090138037216,0.2688084075108528
RHipAngles_ax1_tmax_pct__median,-0.03361344537815126,-0.45819327731092435,0.40756302521008403,negligible,VICTIMS_LOWER,0.75,-0.017142857142857144,-0.12
LAnkleAngles_ax1_phase_60_70_max__median,0.05042016806722689,-0.3531512605042017,0.42016806722689076,negligible,VICTIMS_HIGHER,0.577528715133667,-0.08097751171990986,-0.0851281245694975
sym_KJC_ax1_excursion_si,0.04201680672268908,-0.40336134453781514,0.48739495798319327,negligible,VICTIMS_HIGHER,0.03766218348876683,1.617124873506554,0.034102417008803516
var_LKneeAngles_ax1_rom_sd,0.05042016806722689,-0.34474789915966386,0.4789915966386555,negligible,VICTIMS_HIGHER,0.029940789100789678,-0.017398155405203817,-0.04100067336332928
LAnkleAngles_ax1_phase_50_60_min__median,0.04201680672268908,-0.3869747899159664,0.43718487394957967,negligible,VICTIMS_HIGHER,0.7598742246627808,-0.20656717278854422,-0.11474390806517815
RHipAngles_ax2_min__median,-0.03361344537815126,-0.47058823529411764,0.36134453781512604,negligible,VICTIMS_LOWER,0.5068192481994629,-0.07193803354223158,-0.12762871715781604
LTOE_ax3_excursion__median,-0.04201680672268908,-0.42857142857142855,0.37836134453781495,negligible,VICTIMS_LOWER,0.4768238067626953,0.004397820301825229,0.039370078430148184
LKneeAngles_ax1_peak_acc__median,0.03361344537815126,-0.3949579831932773,0.42857142857142855,negligible,VICTIMS_HIGHER,744.9851254707346,0.12899519524004566,0.4600912085138086
var_RAnkleAngles_ax1_rom_mad,-0.03361344537815126,-0.428781512605042,0.37815126050420167,negligible,VICTIMS_LOWER,0.09662103652954102,-0.07177731105981071,-0.10196392095807208
LKneeAngles_ax2_rom__median,-0.03361344537815126,-0.453781512605042,0.4119747899159662,negligible,VICTIMS_LOWER,1.0970494151115417,0.0743401930644917,0.12462981633826756
LHipAngles_ax2_rom__median,0.025210084033613446,-0.3615546218487395,0.46218487394957986,negligible,VICTIMS_HIGHER,0.8192003965377808,0.052325669890421485,0.20128711609159028
LKneeAngles_ax1_peak_vel__median,-0.025210084033613446,-0.4623949579831933,0.37836134453781495,negligible,VICTIMS_LOWER,6.167128516455136,-0.01452952255279211,-0.1040528213181007
LAnkleAngles_ax2_tmax_pct__median,0.037815126050420166,-0.3740546218487395,0.4327731092436975,negligible,VICTIMS_HIGHER,4.25,-0.07623318385650224,-0.1259259259259259
LHipAngles_ax1_phase_10_20_rom__median,0.03361344537815126,-0.37815126050420167,0.4455882352941175,negligible,VICTIMS_HIGHER,0.10077151656150818,0.009563716788701295,0.03612059943664538
sym_FootProgressAngles_ax1_tmax_pct_si,-0.046218487394957986,-0.46638655462184875,0.36134453781512604,negligible,VICTIMS_LOWER,0.7274266291050007,1.0,0.4240067108975825
RHipAngles_ax3_peak_acc__median,0.025210084033613446,-0.3949579831932773,0.44537815126050423,negligible,VICTIMS_HIGHER,1585.5390384383081,0.2466428642208081,0.30176649136788053
RKneeAngles_ax1_rom__median,-0.025210084033613446,-0.4117647058823529,0.4117647058823529,negligible,VICTIMS_LOWER,0.28239011764526367,-0.004436098684410952,-0.05779801508324559
LKneeAngles_ax1_tmin_pct__median,0.037815126050420166,-0.3782563025210084,0.453781512605042,negligible,VICTIMS_HIGHER,0.5,-0.009900990099009901,-0.36363636363636365
LHipAngles_ax3_mean__median,-0.025210084033613446,-0.43718487394957983,0.4035714285714284,negligible,VICTIMS_LOWER,0.1043818745725229,-0.018024559149177426,-0.004907385567923625
LKneeAngles_ax1_std__median,0.03361344537815126,-0.4035714285714286,0.5296218487394956,negligible,VICTIMS_HIGHER,0.09183891220812868,-0.004556844945203838,-0.06594024224577243
RAnkleAngles_ax1_phase_80_90_min__median,0.03361344537815126,-0.3949579831932773,0.4369747899159664,negligible,VICTIMS_HIGHER,0.8866994380950928,-0.1098113609552296,-0.17263232256872557
RAnkleAngles_ax1_phase_50_60_rom__median,-0.025210084033613446,-0.4792016806722689,0.3949579831932773,negligible,VICTIMS_LOWER,0.6995537877082825,-0.07735641382225866,-0.20126381667474091
coord_right_knee_ankle_ax1_corr__median,-0.025210084033613446,-0.4369747899159664,0.3697478991596639,negligible,VICTIMS_LOWER,0.015482336403711439,-0.021803034215601688,-0.11892419739662882
RFootProgressAngles_ax2_tpeak_vel_pct__median,-0.029411764705882353,-0.42867647058823527,0.37815126050420167,negligible,VICTIMS_LOWER,11.5,0.27710843373493976,0.27794561933534745
LFootProgressAngles_ax2_peak_acc__median,-0.025210084033613446,-0.44537815126050423,0.4119747899159662,negligible,VICTIMS_LOWER,411.22140076604774,0.09094458301308725,0.1936802068428363
sym_AnkleAngles_ax1_tmax_pct_absdiff,-0.037815126050420166,-0.47478991596638653,0.33623949579831924,negligible,VICTIMS_LOWER,1.0,1.0,0.5925925925925926
sym_FootProgressAngles_ax1_rom_absdiff,-0.025210084033613446,-0.4623949579831933,0.4117647058823529,negligible,VICTIMS_LOWER,0.5403704643249512,0.32188793901950263,0.18389677436734006
