channel,time_percent,control_median,n_control,level
LHJC_ax1,39,907.8616943359375,14,secondary
LHJC_ax1,40,922.0046997070312,14,secondary
LHJC_ax1,41,935.438720703125,14,secondary
LHJC_ax1,42,936.8538208007812,14,secondary
LHJC_ax1,43,945.4169616699219,14,secondary
LHJC_ax1,44,960.6907958984375,14,secondary
LHJC_ax1,45,976.1802368164062,14,secondary
LHJC_ax1,46,991.8749084472656,14,secondary
LHJC_ax1,47,1007.7423095703125,14,secondary
LHJC_ax1,48,1022.7427215576172,14,secondary
LHJC_ax1,49,1029.704833984375,14,secondary
LHJC_ax1,50,1023.0127563476562,14,secondary
LHJC_ax1,51,1028.6830139160156,14,secondary
LHJC_ax1,52,1036.4583282470703,14,secondary
LHJC_ax1,53,1049.8419647216797,14,secondary
LHJC_ax1,54,1066.1249084472656,14,secondary
LHJC_ax1,55,1073.9808654785156,14,secondary
LHJC_ax1,56,1071.1085815429688,14,secondary
LHJC_ax1,57,1054.7521362304688,14,secondary
LHJC_ax1,58,1038.5670166015625,14,secondary
LHJC_ax1,59,1031.4695892333984,14,secondary
LHJC_ax1,60,1044.0622863769531,14,secondary
LHJC_ax1,61,1051.0572509765625,14,secondary
LHJC_ax1,62,1066.1724853515625,14,secondary
LHJC_ax1,63,1066.637451171875,14,secondary
LHJC_ax1,64,1072.2049560546875,14,secondary
LHJC_ax1,65,1084.2564239501953,14,secondary
LHJC_ax1,66,1091.700927734375,14,secondary
LHJC_ax1,67,1090.9517822265625,14,secondary
LHJC_ax1,68,1086.9477233886719,14,secondary
LHJC_ax1,69,1094.6750793457031,14,secondary
LHJC_ax1,70,1102.1164245605469,14,secondary
LHJC_ax1,71,1103.3607482910156,14,secondary
LHJC_ax1,72,1106.1094665527344,14,secondary
LHJC_ax1,73,1112.9728698730469,14,secondary
LHJC_ax1,74,1119.8052062988281,14,secondary
LHJC_ax1,75,1126.6626281738281,14,secondary
LHJC_ax1,76,1133.561279296875,14,secondary
LHJC_ax1,77,1145.1595458984375,14,secondary
LHJC_ax1,78,1157.1483764648438,14,secondary
LHJC_ax1,79,1169.1180419921875,14,secondary
LHJC_ax1,80,1181.113037109375,14,secondary
LHJC_ax1,81,1193.1641845703125,14,secondary
LHJC_ax1,82,1205.2705078125,14,secondary
LHJC_ax1,83,1217.4285278320312,14,secondary
LHJC_ax1,84,1229.6468505859375,14,secondary
LHJC_ax1,85,1241.9154663085938,14,secondary
LHJC_ax1,86,1254.2220458984375,14,secondary
LHJC_ax1,87,1264.8920288085938,14,secondary
LHJC_ax1,88,1263.8743286132812,14,secondary
LHJC_ax1,89,1262.8512268066406,14,secondary
LHJC_ax1,90,1261.8270263671875,14,secondary
LHJC_ax1,91,1271.3402709960938,14,secondary
LHJC_ax1,92,1279.300048828125,14,secondary
LHJC_ax1,93,1279.6062622070312,14,secondary
LHJC_ax1,94,1279.9673461914062,14,secondary
LHJC_ax1,95,1293.3706665039062,14,secondary
LHJC_ax1,96,1299.4555053710938,14,secondary
LHJC_ax1,97,1298.739990234375,14,secondary
LHJC_ax1,98,1300.8094177246094,14,secondary
LHJC_ax1,99,1307.340576171875,14,secondary
LHJC_ax1,100,1320.953857421875,14,secondary
LHJC_ax2,0,313.1972961425781,14,secondary
LHJC_ax2,1,314.02406311035156,14,secondary
LHJC_ax2,2,315.02239990234375,14,secondary
LHJC_ax2,3,316.1966247558594,14,secondary
LHJC_ax2,4,317.54132080078125,14,secondary
LHJC_ax2,5,318.8686218261719,14,secondary
LHJC_ax2,6,320.6132049560547,14,secondary
LHJC_ax2,7,322.4360656738281,14,secondary
LHJC_ax2,8,324.26988220214844,14,secondary
LHJC_ax2,9,326.14500427246094,14,secondary
LHJC_ax2,10,328.01454162597656,14,secondary
LHJC_ax2,11,329.82716369628906,14,secondary
LHJC_ax2,12,330.7090148925781,14,secondary
LHJC_ax2,13,331.5416564941406,14,secondary
LHJC_ax2,14,333.35633850097656,14,secondary
LHJC_ax2,15,335.08494567871094,14,secondary
LHJC_ax2,16,336.2940216064453,14,secondary
LHJC_ax2,17,336.3844299316406,14,secondary
LHJC_ax2,18,335.60325622558594,14,secondary
LHJC_ax2,19,334.59918212890625,14,secondary
LHJC_ax2,20,333.747314453125,14,secondary
LHJC_ax2,21,333.048095703125,14,secondary
LHJC_ax2,22,332.4989013671875,14,secondary
LHJC_ax2,23,332.04681396484375,14,secondary
LHJC_ax2,24,331.67132568359375,14,secondary
LHJC_ax2,25,331.3681640625,14,secondary
LHJC_ax2,26,331.13543701171875,14,secondary
LHJC_ax2,27,330.9587707519531,14,secondary
LHJC_ax2,28,330.80259704589844,14,secondary
LHJC_ax2,29,330.28895568847656,14,secondary
LHJC_ax2,30,330.30255126953125,14,secondary
LHJC_ax2,31,330.3450927734375,14,secondary
LHJC_ax2,32,330.3866882324219,14,secondary
LHJC_ax2,33,330.4396667480469,14,secondary
LHJC_ax2,34,330.52650451660156,14,secondary
LHJC_ax2,35,330.66419982910156,14,secondary
LHJC_ax2,36,330.86151123046875,14,secondary
LHJC_ax2,37,331.0890655517578,14,secondary
LHJC_ax2,38,331.3186340332031,14,secondary
LHJC_ax2,39,331.5328674316406,14,secondary
LHJC_ax2,40,331.644287109375,14,secondary
LHJC_ax2,41,331.42503356933594,14,secondary
LHJC_ax2,42,331.2587432861328,14,secondary
LHJC_ax2,43,331.1373596191406,14,secondary
LHJC_ax2,44,331.0467071533203,14,secondary
LHJC_ax2,45,330.9765167236328,14,secondary
LHJC_ax2,46,330.9311218261719,14,secondary
LHJC_ax2,47,330.9119110107422,14,secondary
LHJC_ax2,48,330.924560546875,14,secondary
LHJC_ax2,49,330.9714050292969,14,secondary
LHJC_ax2,50,331.0528564453125,14,secondary
LHJC_ax2,51,331.18060302734375,14,secondary
LHJC_ax2,52,331.2973175048828,14,secondary
LHJC_ax2,53,331.76495361328125,14,secondary
LHJC_ax2,54,332.30035400390625,14,secondary
LHJC_ax2,55,332.88999938964844,14,secondary
LHJC_ax2,56,333.5172882080078,14,secondary
LHJC_ax2,57,333.096435546875,14,secondary
LHJC_ax2,58,332.4245300292969,14,secondary
LHJC_ax2,59,331.9257354736328,14,secondary
LHJC_ax2,60,332.6080017089844,14,secondary
LHJC_ax2,61,334.10572814941406,14,secondary
LHJC_ax2,62,335.5015106201172,14,secondary
LHJC_ax2,63,334.4539489746094,14,secondary
LHJC_ax2,64,333.54205322265625,14,secondary
LHJC_ax2,65,336.57789611816406,14,secondary
LHJC_ax2,66,339.5124053955078,14,secondary
LHJC_ax2,67,342.1583251953125,14,secondary
LHJC_ax2,68,343.85072326660156,14,secondary
LHJC_ax2,69,344.04051208496094,14,secondary
LHJC_ax2,70,343.8901824951172,14,secondary
LHJC_ax2,71,343.3007507324219,14,secondary
LHJC_ax2,72,342.66102600097656,14,secondary
LHJC_ax2,73,342.0631103515625,14,secondary
LHJC_ax2,74,341.5192413330078,14,secondary
LHJC_ax2,75,341.04795837402344,14,secondary
LHJC_ax2,76,340.6872253417969,14,secondary
LHJC_ax2,77,340.4404602050781,14,secondary
LHJC_ax2,78,340.3211212158203,14,secondary
LHJC_ax2,79,340.28334045410156,14,secondary
LHJC_ax2,80,340.1737060546875,14,secondary
LHJC_ax2,81,340.1785583496094,14,secondary
LHJC_ax2,82,340.2966003417969,14,secondary
LHJC_ax2,83,340.48960876464844,14,secondary
LHJC_ax2,84,340.7279968261719,14,secondary
LHJC_ax2,85,340.9932403564453,14,secondary
LHJC_ax2,86,341.2738800048828,14,secondary
LHJC_ax2,87,340.86061096191406,14,secondary
LHJC_ax2,88,340.34571838378906,14,secondary
LHJC_ax2,89,339.88328552246094,14,secondary
LHJC_ax2,90,340.3088073730469,14,secondary
LHJC_ax2,91,340.8717803955078,14,secondary
LHJC_ax2,92,341.4056854248047,14,secondary
LHJC_ax2,93,341.1997375488281,14,secondary
LHJC_ax2,94,340.7762756347656,14,secondary
LHJC_ax2,95,340.5373840332031,14,secondary
LHJC_ax2,96,340.6448211669922,14,secondary
LHJC_ax2,97,341.41929626464844,14,secondary
LHJC_ax2,98,342.18568420410156,14,secondary
LHJC_ax2,99,343.01983642578125,14,secondary
LHJC_ax2,100,343.89691162109375,14,secondary
LHJC_ax3,0,828.630126953125,14,secondary
LHJC_ax3,1,826.6285095214844,14,secondary
LHJC_ax3,2,824.6846618652344,14,secondary
LHJC_ax3,3,823.1173706054688,14,secondary
LHJC_ax3,4,821.7242126464844,14,secondary
LHJC_ax3,5,820.4197692871094,14,secondary
LHJC_ax3,6,819.2547912597656,14,secondary
LHJC_ax3,7,818.3317260742188,14,secondary
LHJC_ax3,8,817.6949768066406,14,secondary
LHJC_ax3,9,817.5308837890625,14,secondary
LHJC_ax3,10,818.1431274414062,14,secondary
LHJC_ax3,11,819.4239807128906,14,secondary
LHJC_ax3,12,821.0546264648438,14,secondary
LHJC_ax3,13,823.2048034667969,14,secondary
LHJC_ax3,14,825.6250305175781,14,secondary
LHJC_ax3,15,827.7325134277344,14,secondary
LHJC_ax3,16,830.028076171875,14,secondary
LHJC_ax3,17,832.211181640625,14,secondary
LHJC_ax3,18,833.6941833496094,14,secondary
LHJC_ax3,19,835.0631408691406,14,secondary
LHJC_ax3,20,836.3568725585938,14,secondary
LHJC_ax3,21,837.8727111816406,14,secondary
LHJC_ax3,22,839.570068359375,14,secondary
LHJC_ax3,23,841.4608764648438,14,secondary
LHJC_ax3,24,843.5064086914062,14,secondary
LHJC_ax3,25,845.6439208984375,14,secondary
LHJC_ax3,26,847.8682556152344,14,secondary
LHJC_ax3,27,849.5150451660156,14,secondary
LHJC_ax3,28,851.0015563964844,14,secondary
LHJC_ax3,29,852.4182739257812,14,secondary
LHJC_ax3,30,853.9071350097656,14,secondary
LHJC_ax3,31,855.0929870605469,14,secondary
LHJC_ax3,32,855.6089782714844,14,secondary
LHJC_ax3,33,855.5956420898438,14,secondary
LHJC_ax3,34,855.1908264160156,14,secondary
LHJC_ax3,35,854.4401550292969,14,secondary
LHJC_ax3,36,853.3930969238281,14,secondary
LHJC_ax3,37,851.9317626953125,14,secondary
LHJC_ax3,38,850.9212036132812,14,secondary
LHJC_ax3,39,849.7017211914062,14,secondary
LHJC_ax3,40,848.1656494140625,14,secondary
LHJC_ax3,41,846.289306640625,14,secondary
LHJC_ax3,42,844.1746520996094,14,secondary
LHJC_ax3,43,842.049072265625,14,secondary
LHJC_ax3,44,839.650634765625,14,secondary
LHJC_ax3,45,837.3878479003906,14,secondary
LHJC_ax3,46,835.2487487792969,14,secondary
LHJC_ax3,47,833.0138244628906,14,secondary
LHJC_ax3,48,830.5271301269531,14,secondary
LHJC_ax3,49,828.0431518554688,14,secondary
LHJC_ax3,50,825.9712524414062,14,secondary
LHJC_ax3,51,824.10595703125,14,secondary
LHJC_ax3,52,822.0812683105469,14,secondary
LHJC_ax3,53,819.7441101074219,14,secondary
LHJC_ax3,54,818.1051025390625,14,secondary
LHJC_ax3,55,816.5190734863281,14,secondary
LHJC_ax3,56,815.8194274902344,14,secondary
LHJC_ax3,57,815.68701171875,14,secondary
LHJC_ax3,58,815.5037536621094,14,secondary
LHJC_ax3,59,814.7221374511719,14,secondary
LHJC_ax3,60,814.5750427246094,14,secondary
LHJC_ax3,61,815.2660827636719,14,secondary
LHJC_ax3,62,817.6912536621094,14,secondary
LHJC_ax3,63,819.9922485351562,14,secondary
LHJC_ax3,64,821.5599670410156,14,secondary
LHJC_ax3,65,822.928955078125,14,secondary
LHJC_ax3,66,824.2792358398438,14,secondary
LHJC_ax3,67,826.174072265625,14,secondary
LHJC_ax3,68,828.1949462890625,14,secondary
LHJC_ax3,69,830.5570983886719,14,secondary
LHJC_ax3,70,832.1357421875,14,secondary
LHJC_ax3,71,833.4360961914062,14,secondary
LHJC_ax3,72,835.4487915039062,14,secondary
LHJC_ax3,73,837.6773986816406,14,secondary
LHJC_ax3,74,840.04736328125,14,secondary
LHJC_ax3,75,842.1040344238281,14,secondary
LHJC_ax3,76,843.8597412109375,14,secondary
LHJC_ax3,77,846.2626037597656,14,secondary
LHJC_ax3,78,848.8111877441406,14,secondary
LHJC_ax3,79,851.1257629394531,14,secondary
LHJC_ax3,80,852.7476806640625,14,secondary
LHJC_ax3,81,853.9082336425781,14,secondary
LHJC_ax3,82,854.8165893554688,14,secondary
LHJC_ax3,83,854.8453369140625,14,secondary
LHJC_ax3,84,854.1676025390625,14,secondary
LHJC_ax3,85,853.0312805175781,14,secondary
LHJC_ax3,86,852.0860290527344,14,secondary
LHJC_ax3,87,851.0153503417969,14,secondary
LHJC_ax3,88,849.9660949707031,14,secondary
LHJC_ax3,89,848.6485290527344,14,secondary
LHJC_ax3,90,846.2037353515625,14,secondary
LHJC_ax3,91,843.6421203613281,14,secondary
LHJC_ax3,92,841.3827209472656,14,secondary
LHJC_ax3,93,839.0946655273438,14,secondary
LHJC_ax3,94,836.7775268554688,14,secondary
LHJC_ax3,95,834.5457153320312,14,secondary
LHJC_ax3,96,832.5092468261719,14,secondary
LHJC_ax3,97,829.689453125,14,secondary
LHJC_ax3,98,826.5570983886719,14,secondary
LHJC_ax3,99,823.4513244628906,14,secondary
LHJC_ax3,100,820.8413696289062,14,secondary
RHJC_ax1,0,725.7638244628906,14,secondary
RHJC_ax1,1,725.4570007324219,14,secondary
RHJC_ax1,2,736.8067932128906,14,secondary
RHJC_ax1,3,752.1428527832031,14,secondary
RHJC_ax1,4,767.7760314941406,14,secondary
RHJC_ax1,5,770.9992370605469,14,secondary
RHJC_ax1,6,759.1655578613281,14,secondary
RHJC_ax1,7,742.0533447265625,14,secondary
RHJC_ax1,8,735.3478393554688,14,secondary
RHJC_ax1,9,735.7890319824219,14,secondary
RHJC_ax1,10,740.2885284423828,14,secondary
RHJC_ax1,11,756.7228546142578,14,secondary
RHJC_ax1,12,772.9251708984375,14,secondary
RHJC_ax1,13,786.6747894287109,14,secondary
RHJC_ax1,14,786.6686553955078,14,secondary
RHJC_ax1,15,793.7676391601562,14,secondary
RHJC_ax1,16,800.9314117431641,14,secondary
RHJC_ax1,17,802.8712005615234,14,secondary
RHJC_ax1,18,797.1560516357422,14,secondary
RHJC_ax1,19,803.2808227539062,14,secondary
RHJC_ax1,20,803.2353363037109,14,secondary
RHJC_ax1,21,812.3678894042969,14,secondary
RHJC_ax1,22,825.1729278564453,14,secondary
RHJC_ax1,23,837.9031524658203,14,secondary
RHJC_ax1,24,845.7059020996094,14,secondary
RHJC_ax1,25,845.993896484375,14,secondary
RHJC_ax1,26,841.1085510253906,14,secondary
RHJC_ax1,27,846.8776245117188,14,secondary
RHJC_ax1,28,852.5860900878906,14,secondary
RHJC_ax1,29,858.2483978271484,14,secondary
RHJC_ax1,30,865.5947265625,14,secondary
RHJC_ax1,31,877.4631042480469,14,secondary
RHJC_ax1,32,889.3562469482422,14,secondary
RHJC_ax1,33,901.2896728515625,14,secondary
RHJC_ax1,34,913.22412109375,14,secondary
RHJC_ax1,35,912.6450042724609,14,secondary
RHJC_ax1,36,912.5037231445312,14,secondary
RHJC_ax1,37,907.6795959472656,14,secondary
RHJC_ax1,38,905.1935119628906,14,secondary
RHJC_ax1,39,915.2826538085938,14,secondary
RHJC_ax1,40,928.2606506347656,14,secondary
RHJC_ax1,41,935.6119079589844,14,secondary
RHJC_ax1,42,936.7176818847656,14,secondary
RHJC_ax1,43,946.87158203125,14,secondary
RHJC_ax1,44,959.9220275878906,14,secondary
RHJC_ax1,45,973.189453125,14,secondary
RHJC_ax1,46,986.8219604492188,14,secondary
RHJC_ax1,47,1000.8743896484375,14,secondary
RHJC_ax1,48,1012.5679626464844,14,secondary
RHJC_ax1,49,1019.4713897705078,14,secondary
RHJC_ax1,50,1026.4985656738281,14,secondary
RHJC_ax1,51,1033.6380004882812,14,secondary
RHJC_ax1,52,1034.2252349853516,14,secondary
RHJC_ax1,53,1042.7522735595703,14,secondary
RHJC_ax1,54,1054.7520751953125,14,secondary
RHJC_ax1,55,1071.3033752441406,14,secondary
RHJC_ax1,56,1084.3148803710938,14,secondary
RHJC_ax1,57,1076.7606201171875,14,secondary
RHJC_ax1,58,1059.39013671875,14,secondary
RHJC_ax1,59,1046.0011596679688,14,secondary
RHJC_ax1,60,1041.9978485107422,14,secondary
RHJC_ax1,61,1041.5828857421875,14,secondary
RHJC_ax1,62,1053.9317321777344,14,secondary
RHJC_ax1,63,1058.6905517578125,14,secondary
RHJC_ax1,64,1057.7857666015625,14,secondary
RHJC_ax1,65,1070.5204467773438,14,secondary
RHJC_ax1,66,1083.452880859375,14,secondary
RHJC_ax1,67,1094.0683898925781,14,secondary
RHJC_ax1,68,1101.6863403320312,14,secondary
RHJC_ax1,69,1095.8506469726562,14,secondary
RHJC_ax1,70,1093.8172302246094,14,secondary
RHJC_ax1,71,1100.3017883300781,14,secondary
RHJC_ax1,72,1100.2819519042969,14,secondary
RHJC_ax1,73,1107.0186462402344,14,secondary
RHJC_ax1,74,1113.7174987792969,14,secondary
RHJC_ax1,75,1120.4112854003906,14,secondary
RHJC_ax1,76,1127.060791015625,14,secondary
RHJC_ax1,77,1135.6535034179688,14,secondary
RHJC_ax1,78,1146.957275390625,14,secondary
RHJC_ax1,79,1159.0648193359375,14,secondary
RHJC_ax1,80,1171.15576171875,14,secondary
RHJC_ax1,81,1183.1852416992188,14,secondary
RHJC_ax1,82,1195.1090087890625,14,secondary
RHJC_ax1,83,1207.0676879882812,14,secondary
RHJC_ax1,84,1219.2283325195312,14,secondary
RHJC_ax1,85,1231.6000366210938,14,secondary
RHJC_ax1,86,1244.1134033203125,14,secondary
RHJC_ax1,87,1256.7279052734375,14,secondary
RHJC_ax1,88,1269.4577026367188,14,secondary
RHJC_ax1,89,1274.2197265625,14,secondary
RHJC_ax1,90,1275.9260864257812,14,secondary
RHJC_ax1,91,1290.150390625,14,secondary
RHJC_ax1,92,1291.7105712890625,14,secondary
RHJC_ax1,93,1292.8922119140625,14,secondary
RHJC_ax1,94,1300.7124633789062,14,secondary
RHJC_ax1,95,1301.8794555664062,14,secondary
RHJC_ax1,96,1306.1165161132812,14,secondary
RHJC_ax1,97,1320.4552612304688,14,secondary
RHJC_ax1,98,1332.3193359375,14,secondary
RHJC_ax1,99,1332.9940795898438,14,secondary
RHJC_ax1,100,1335.9862365722656,14,secondary
RHJC_ax2,0,228.20366668701172,14,secondary
RHJC_ax2,1,229.1370849609375,14,secondary
RHJC_ax2,2,230.08159637451172,14,secondary
RHJC_ax2,3,231.1939697265625,14,secondary
RHJC_ax2,4,231.33501434326172,14,secondary
RHJC_ax2,5,230.56473541259766,14,secondary
RHJC_ax2,6,230.7541961669922,14,secondary
RHJC_ax2,7,230.25884246826172,14,secondary
RHJC_ax2,8,227.71491241455078,14,secondary
RHJC_ax2,9,225.76689910888672,14,secondary
RHJC_ax2,10,225.05327606201172,14,secondary
RHJC_ax2,11,224.16221618652344,14,secondary
RHJC_ax2,12,221.66436004638672,14,secondary
RHJC_ax2,13,219.0921859741211,14,secondary
RHJC_ax2,14,220.03761291503906,14,secondary
RHJC_ax2,15,223.83480834960938,14,secondary
RHJC_ax2,16,226.0592498779297,14,secondary
RHJC_ax2,17,228.24867248535156,14,secondary
RHJC_ax2,18,230.07813262939453,14,secondary
RHJC_ax2,19,231.35315704345703,14,secondary
RHJC_ax2,20,232.29920196533203,14,secondary
RHJC_ax2,21,232.8570785522461,14,secondary
RHJC_ax2,22,232.77554321289062,14,secondary
RHJC_ax2,23,232.93116760253906,14,secondary
RHJC_ax2,24,232.90194702148438,14,secondary
RHJC_ax2,25,232.7726593017578,14,secondary
RHJC_ax2,26,232.68704223632812,14,secondary
RHJC_ax2,27,232.63551330566406,14,secondary
RHJC_ax2,28,232.60499572753906,14,secondary
RHJC_ax2,29,232.5806655883789,14,secondary
RHJC_ax2,30,232.43765258789062,14,secondary
RHJC_ax2,31,232.11132049560547,14,secondary
RHJC_ax2,32,231.4898681640625,14,secondary
RHJC_ax2,33,230.79122924804688,14,secondary
RHJC_ax2,34,230.08829498291016,14,secondary
RHJC_ax2,35,229.43893432617188,14,secondary
RHJC_ax2,36,228.83866119384766,14,secondary
RHJC_ax2,37,228.2749252319336,14,secondary
RHJC_ax2,38,227.75027465820312,14,secondary
RHJC_ax2,39,227.27188873291016,14,secondary
RHJC_ax2,40,226.83078002929688,14,secondary
RHJC_ax2,41,226.3992462158203,14,secondary
RHJC_ax2,42,225.93609619140625,14,secondary
RHJC_ax2,43,225.27667236328125,14,secondary
RHJC_ax2,44,224.79131317138672,14,secondary
RHJC_ax2,45,224.26404571533203,14,secondary
RHJC_ax2,46,223.71947479248047,14,secondary
RHJC_ax2,47,223.2938003540039,14,secondary
RHJC_ax2,48,222.68280792236328,14,secondary
RHJC_ax2,49,222.33367919921875,14,secondary
RHJC_ax2,50,221.93755340576172,14,secondary
RHJC_ax2,51,221.44630432128906,14,secondary
RHJC_ax2,52,220.8648223876953,14,secondary
RHJC_ax2,53,221.6337890625,14,secondary
RHJC_ax2,54,220.57025146484375,14,secondary
RHJC_ax2,55,219.09567260742188,14,secondary
RHJC_ax2,56,219.3899154663086,14,secondary
RHJC_ax2,57,219.77323150634766,14,secondary
RHJC_ax2,58,218.89507293701172,14,secondary
RHJC_ax2,59,217.01597595214844,14,secondary
RHJC_ax2,60,217.02962493896484,14,secondary
RHJC_ax2,61,217.0852279663086,14,secondary
RHJC_ax2,62,216.898193359375,14,secondary
RHJC_ax2,63,218.3234634399414,14,secondary
RHJC_ax2,64,220.78848266601562,14,secondary
RHJC_ax2,65,222.30393981933594,14,secondary
RHJC_ax2,66,221.69593811035156,14,secondary
RHJC_ax2,67,221.60425567626953,14,secondary
RHJC_ax2,68,220.22126007080078,14,secondary
RHJC_ax2,69,220.9265899658203,14,secondary
RHJC_ax2,70,221.45130157470703,14,secondary
RHJC_ax2,71,222.2286148071289,14,secondary
RHJC_ax2,72,224.20491790771484,14,secondary
RHJC_ax2,73,225.76730346679688,14,secondary
RHJC_ax2,74,227.02796936035156,14,secondary
RHJC_ax2,75,228.08871459960938,14,secondary
RHJC_ax2,76,228.79244995117188,14,secondary
RHJC_ax2,77,229.52679443359375,14,secondary
RHJC_ax2,78,230.1767120361328,14,secondary
RHJC_ax2,79,230.6246566772461,14,secondary
RHJC_ax2,80,230.74986267089844,14,secondary
RHJC_ax2,81,230.52992248535156,14,secondary
RHJC_ax2,82,230.15342712402344,14,secondary
RHJC_ax2,83,229.7726821899414,14,secondary
RHJC_ax2,84,229.41380310058594,14,secondary
RHJC_ax2,85,229.07757568359375,14,secondary
RHJC_ax2,86,228.80489349365234,14,secondary
RHJC_ax2,87,229.07418060302734,14,secondary
RHJC_ax2,88,229.82866668701172,14,secondary
RHJC_ax2,89,230.49542236328125,14,secondary
RHJC_ax2,90,231.0067138671875,14,secondary
RHJC_ax2,91,231.39138793945312,14,secondary
RHJC_ax2,92,231.6879119873047,14,secondary
RHJC_ax2,93,231.9296875,14,secondary
RHJC_ax2,94,231.76687240600586,14,secondary
RHJC_ax2,95,231.2616844177246,14,secondary
RHJC_ax2,96,230.65924072265625,14,secondary
RHJC_ax2,97,230.05645751953125,14,secondary
RHJC_ax2,98,229.46371841430664,14,secondary
RHJC_ax2,99,228.81999588012695,14,secondary
RHJC_ax2,100,227.959716796875,14,secondary
RHJC_ax3,0,831.8380584716797,14,secondary
RHJC_ax3,1,829.4451904296875,14,secondary
RHJC_ax3,2,826.867919921875,14,secondary
RHJC_ax3,3,824.927490234375,14,secondary
RHJC_ax3,4,822.7695922851562,14,secondary
RHJC_ax3,5,820.8717346191406,14,secondary
RHJC_ax3,6,819.5929260253906,14,secondary
RHJC_ax3,7,818.7856140136719,14,secondary
RHJC_ax3,8,818.5856018066406,14,secondary
RHJC_ax3,9,818.9901428222656,14,secondary
RHJC_ax3,10,819.4783935546875,14,secondary
RHJC_ax3,11,820.7065734863281,14,secondary
RHJC_ax3,12,822.23486328125,14,secondary
RHJC_ax3,13,822.5928649902344,14,secondary
RHJC_ax3,14,824.2159729003906,14,secondary
RHJC_ax3,15,826.2275695800781,14,secondary
RHJC_ax3,16,828.6160278320312,14,secondary
RHJC_ax3,17,830.4615478515625,14,secondary
RHJC_ax3,18,832.2063598632812,14,secondary
RHJC_ax3,19,835.3018188476562,14,secondary
RHJC_ax3,20,837.8310852050781,14,secondary
RHJC_ax3,21,840.2721862792969,14,secondary
RHJC_ax3,22,841.6180725097656,14,secondary
RHJC_ax3,23,843.8824462890625,14,secondary
RHJC_ax3,24,846.8701477050781,14,secondary
RHJC_ax3,25,848.432373046875,14,secondary
RHJC_ax3,26,850.2309265136719,14,secondary
RHJC_ax3,27,852.9925231933594,14,secondary
RHJC_ax3,28,855.9327392578125,14,secondary
RHJC_ax3,29,857.4749755859375,14,secondary
RHJC_ax3,30,859.0286712646484,14,secondary
RHJC_ax3,31,860.3840789794922,14,secondary
RHJC_ax3,32,860.6431121826172,14,secondary
RHJC_ax3,33,860.4785461425781,14,secondary
RHJC_ax3,34,860.1353912353516,14,secondary
RHJC_ax3,35,859.6022186279297,14,secondary
RHJC_ax3,36,858.9249267578125,14,secondary
RHJC_ax3,37,857.9378509521484,14,secondary
RHJC_ax3,38,856.7567596435547,14,secondary
RHJC_ax3,39,855.3499908447266,14,secondary
RHJC_ax3,40,853.7829742431641,14,secondary
RHJC_ax3,41,851.9127349853516,14,secondary
RHJC_ax3,42,849.8798828125,14,secondary
RHJC_ax3,43,847.7611083984375,14,secondary
RHJC_ax3,44,845.4448699951172,14,secondary
RHJC_ax3,45,842.9991302490234,14,secondary
RHJC_ax3,46,840.1986083984375,14,secondary
RHJC_ax3,47,837.578125,14,secondary
RHJC_ax3,48,835.4794006347656,14,secondary
RHJC_ax3,49,833.4175415039062,14,secondary
RHJC_ax3,50,831.1262817382812,14,secondary
RHJC_ax3,51,829.0024108886719,14,secondary
RHJC_ax3,52,826.9473266601562,14,secondary
RHJC_ax3,53,824.8856506347656,14,secondary
RHJC_ax3,54,823.3929748535156,14,secondary
RHJC_ax3,55,822.1965026855469,14,secondary
RHJC_ax3,56,821.2315368652344,14,secondary
RHJC_ax3,57,820.6355895996094,14,secondary
RHJC_ax3,58,820.5587768554688,14,secondary
RHJC_ax3,59,820.5581359863281,14,secondary
RHJC_ax3,60,820.8011169433594,14,secondary
RHJC_ax3,61,821.7908020019531,14,secondary
RHJC_ax3,62,822.1172180175781,14,secondary
RHJC_ax3,63,823.276123046875,14,secondary
RHJC_ax3,64,824.6272583007812,14,secondary
RHJC_ax3,65,826.4409484863281,14,secondary
RHJC_ax3,66,828.8017883300781,14,secondary
RHJC_ax3,67,831.0090026855469,14,secondary
RHJC_ax3,68,833.5950012207031,14,secondary
RHJC_ax3,69,835.9651794433594,14,secondary
RHJC_ax3,70,838.0978393554688,14,secondary
RHJC_ax3,71,840.0362243652344,14,secondary
RHJC_ax3,72,842.276611328125,14,secondary
RHJC_ax3,73,844.0069274902344,14,secondary
RHJC_ax3,74,845.5622253417969,14,secondary
RHJC_ax3,75,847.6774291992188,14,secondary
RHJC_ax3,76,850.3695068359375,14,secondary
RHJC_ax3,77,852.5729370117188,14,secondary
RHJC_ax3,78,854.1919555664062,14,secondary
RHJC_ax3,79,855.9432983398438,14,secondary
RHJC_ax3,80,857.5367126464844,14,secondary
RHJC_ax3,81,858.9454956054688,14,secondary
RHJC_ax3,82,859.3697052001953,14,secondary
RHJC_ax3,83,859.3546905517578,14,secondary
RHJC_ax3,84,859.1767578125,14,secondary
RHJC_ax3,85,858.7986450195312,14,secondary
RHJC_ax3,86,858.1187438964844,14,secondary
RHJC_ax3,87,856.7072296142578,14,secondary
RHJC_ax3,88,854.9456787109375,14,secondary
RHJC_ax3,89,853.5599975585938,14,secondary
RHJC_ax3,90,852.0449676513672,14,secondary
