feature,n_subjects,n_victims,n_controls,victim_median,control_median,victim_mean,control_mean,abs_median_diff,rel_median_diff,cliffs_delta,standardized_median_iqr,cliffs_delta_ci_lo,cliffs_delta_ci_hi,cliffs_magnitude,direction,victim_consistency,control_consistency,mannwhitney_u,raw_p,test,fdr_q,adjusted_p,full_cliffs_delta,loso_delta_median,loso_delta_min,loso_delta_max,loso_direction_agreement,loso_max_abs_shift,observed_cliffs_delta,perm_p,n_perm,unit,anatomical_region,family,side,source_signal,rank_score,signature_status,rank,phase_lo,phase_hi,phase_mid
RHipAngles_ax1_phase_80_90_rom__median,31,17,14,8.951731324195862,8.688323974609375,8.869192131301936,8.568156123161316,0.2634073495864868,0.030317394972409456,0.12605042016806722,0.14676666888625675,-0.29411764705882354,0.5126050420168067,negligible,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,134.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.12605042016806722,0.12217194570135746,0.058823529411764705,0.19457013574660634,1.0,0.06851971557853911,0.12605042016806722,0.558,999,subject,hip,phase,right,RHipAngles,0.01000988630746416,exploratory,185,80,90,85.0
RKneeAngles_ax1_phase_10_20_min__median,31,17,14,25.767009735107422,28.095101356506348,25.37109447928036,26.05582751546587,2.328091621398926,-0.08286468134986028,-0.1092436974789916,-0.2754647410539909,-0.5464285714285714,0.3025210084033613,negligible,VICTIMS_LOWER,0.6470588235294118,0.5714285714285714,106.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.1092436974789916,-0.10714285714285714,-0.19457013574660634,-0.04072398190045249,1.0,0.08532643826761474,-0.1092436974789916,0.632,999,subject,knee,phase,right,RKneeAngles,0.009542758279782503,exploratory,189,10,20,15.0
RHipAngles_ax1_phase_30_40_rom__median,31,17,14,8.458364963531494,8.48387336730957,8.569967543377595,8.888570457696915,0.025508403778076172,-0.003006693131036852,-0.12605042016806722,-0.018901657189853226,-0.5294117647058824,0.3025210084033613,negligible,VICTIMS_LOWER,0.5294117647058824,0.5714285714285714,104.0,0.5649085443053756,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.12605042016806722,-0.13122171945701358,-0.20361990950226244,-0.058823529411764705,1.0,0.07756948933419522,-0.12605042016806722,0.551,999,subject,hip,phase,right,RHipAngles,0.009008897676717744,exploratory,192,30,40,35.0
LAnkleAngles_ax1_phase_10_20_max__median,31,17,14,6.926864147186279,5.5702805519104,6.7045287314583275,6.133011720010212,1.356583595275879,0.24353954574345826,0.1092436974789916,0.2341281990706334,-0.31092436974789917,0.5128151260504199,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5714285714285714,132.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.1092436974789916,0.10714285714285714,0.05357142857142857,0.17857142857142858,1.0,0.06932773109243698,0.1092436974789916,0.613,999,subject,ankle,phase,left,LAnkleAngles,0.008675234799802275,exploratory,198,10,20,15.0
LAnkleAngles_ax1_phase_10_20_rom__median,31,17,14,9.86390545964241,10.681150861084461,11.269068635342752,11.984771675696331,0.8172454014420509,-0.07651286009072207,-0.1092436974789916,-0.13193053182535167,-0.4957983193277311,0.3025210084033613,negligible,VICTIMS_LOWER,0.5882352941176471,0.5,106.0,0.6197691020252198,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.1092436974789916,-0.11607142857142858,-0.18552036199095023,-0.049773755656108594,1.0,0.07627666451195864,-0.1092436974789916,0.63,999,subject,ankle,phase,left,LAnkleAngles,0.008675234799802275,exploratory,199,10,20,15.0
LKneeAngles_ax1_phase_0_10_rom__median,31,17,14,11.165128350257874,12.112973690032959,11.015889169538722,11.378322444856167,0.9478453397750854,-0.07825042504261448,-0.09243697478991597,-0.2920226087982571,-0.5380252100840336,0.29411764705882354,negligible,VICTIMS_LOWER,0.6470588235294118,0.5714285714285714,108.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.09243697478991597,-0.08928571428571429,-0.17647058823529413,-0.02262443438914027,1.0,0.08403361344537816,-0.09243697478991597,0.696,999,subject,knee,phase,left,LKneeAngles,0.008074641621354427,exploratory,205,0,10,5.0
RAnkleAngles_ax1_phase_60_70_rom__median,31,17,14,10.61592298746109,8.783820480108261,11.426643945715007,9.986230381897517,1.832102507352829,0.20857695253469571,0.09243697478991597,0.33578352210574847,-0.3025210084033613,0.48739495798319327,negligible,VICTIMS_HIGHER,0.6470588235294118,0.5714285714285714,130.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.09243697478991597,0.08035714285714286,0.03167420814479638,0.16071428571428573,1.0,0.06827731092436976,0.09243697478991597,0.669,999,subject,ankle,phase,right,RAnkleAngles,0.008074641621354427,exploratory,206,60,70,65.0
LAnkleAngles_ax1_phase_60_70_min__median,31,17,14,-3.877647638320923,-8.282131433486938,-5.8703805322156235,-6.9852679542132785,4.404483795166016,0.531805590208032,0.10084033613445378,0.3582474573056366,-0.3195378151260504,0.5296218487394956,negligible,VICTIMS_HIGHER,0.5882352941176471,0.6428571428571429,131.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.10084033613445378,0.08928571428571429,0.04072398190045249,0.18552036199095023,1.0,0.08468002585649645,0.10084033613445378,0.639,999,subject,ankle,phase,left,LAnkleAngles,0.00800790904597133,exploratory,209,60,70,65.0
LHipAngles_ax1_phase_30_40_rom__median,31,17,14,9.207647562026978,9.472861289978027,9.168679079588722,9.220488020351954,0.2652137279510498,-0.02799721434025822,-0.08403361344537816,-0.16692009837356792,-0.4792016806722689,0.3445378151260504,negligible,VICTIMS_LOWER,0.5882352941176471,0.5714285714285714,109.0,0.7061030154647306,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.08403361344537816,-0.07692307692307693,-0.167420814479638,-0.02262443438914027,1.0,0.08338720103425984,-0.08403361344537816,0.713,999,subject,hip,phase,left,LHipAngles,0.006673257538309442,exploratory,217,30,40,35.0
LAnkleAngles_ax1_phase_80_90_rom__median,31,17,14,3.0309009552001953,3.471431016921997,3.5955182655769238,3.690303879656962,0.44053006172180176,-0.12690157447299794,-0.09243697478991597,-0.2538602361940703,-0.5210084033613446,0.33613445378151263,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,108.0,0.6768326043999054,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.09243697478991597,-0.08597285067873303,-0.167420814479638,-0.03571428571428571,1.0,0.07498383968972203,-0.09243697478991597,0.677,999,subject,ankle,phase,left,LAnkleAngles,0.006606524962926348,exploratory,219,80,90,85.0
LHipAngles_ax1_phase_90_100_rom__median,31,17,14,5.044956207275391,4.6687304973602295,4.6640389517826195,5.112882169229644,0.37622570991516113,0.08058415668411034,-0.10084033613445378,0.09341787604594168,-0.5126050420168067,0.35294117647058826,negligible,VICTIMS_LOWER,0.47058823529411764,0.5,107.0,0.6480424001516927,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.10084033613445378,-0.10714285714285714,-0.17647058823529413,-0.03167420814479638,1.0,0.07563025210084034,-0.10084033613445378,0.637,999,subject,hip,phase,left,LHipAngles,0.006406327236777064,exploratory,221,90,100,95.0
LHipAngles_ax1_phase_0_10_rom__median,31,17,14,2.5257644653320312,2.433210715651512,2.623152154333451,2.591425919506167,0.0925537496805191,0.03803770429135936,0.06722689075630252,0.10361326084777679,-0.3195378151260504,0.5126050420168067,negligible,VICTIMS_HIGHER,0.5882352941176471,0.5,127.0,0.7659271287306254,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.06722689075630252,0.07142857142857142,0.004524886877828055,0.1493212669683258,1.0,0.08209437621202327,0.06722689075630252,0.769,999,subject,hip,phase,left,LHipAngles,0.005338606030647553,exploratory,235,0,10,5.0
LHipAngles_ax1_phase_40_50_rom__median,31,17,14,4.829073458909988,5.647714376449585,5.06394697638119,5.205736489168236,0.8186409175395966,-0.14495083550139307,-0.06722689075630252,-0.25462972236956155,-0.4957983193277311,0.37815126050420167,negligible,VICTIMS_LOWER,0.5882352941176471,0.6428571428571429,111.0,0.7659271287306254,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.06722689075630252,-0.05357142857142857,-0.1493212669683258,-0.017857142857142856,1.0,0.08209437621202327,-0.06722689075630252,0.766,999,subject,hip,phase,left,LHipAngles,0.005338606030647553,exploratory,236,40,50,45.0
LAnkleAngles_ax1_phase_50_60_max__median,31,17,14,14.155278205871582,14.046911239624023,13.911169402739581,14.230880737304688,0.1083669662475586,0.0077146473270133025,-0.07563025210084033,0.01459243764137082,-0.46218487394957986,0.3363445378151259,negligible,VICTIMS_LOWER,0.47058823529411764,0.5,110.0,0.735814797438752,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.07563025210084033,-0.08035714285714286,-0.14285714285714285,-0.017857142857142856,1.0,0.06722689075630252,-0.07563025210084033,0.745,999,subject,ankle,phase,left,LAnkleAngles,0.004804745427582798,exploratory,243,50,60,55.0
RAnkleAngles_ax1_phase_70_80_min__median,31,17,14,-2.1931331157684326,-0.16053974628448486,-0.2585536311654484,-0.46217717443193707,2.0325933694839478,-12.660997768627873,0.08403361344537816,-0.15109633438551062,-0.33613445378151263,0.5212184873949578,negligible,VICTIMS_HIGHER,0.4117647058823529,0.5,129.0,0.7061030154647306,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.08403361344537816,0.08928571428571429,0.026785714285714284,0.1583710407239819,1.0,0.07433742727860373,0.08403361344537816,0.689,999,subject,ankle,phase,right,RAnkleAngles,0.004671280276816609,exploratory,246,70,80,75.0
RAnkleAngles_ax1_phase_40_50_rom__median,31,17,14,3.1608314514160156,2.7327712774276733,3.334368439281688,3.2337539196014404,0.4280601739883423,0.15663959055924742,0.06722689075630252,0.25188853937972244,-0.3363445378151261,0.46260504201680636,negligible,VICTIMS_HIGHER,0.5294117647058824,0.7142857142857143,127.0,0.7659271287306254,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.06722689075630252,0.06787330316742081,-0.004524886877828055,0.14027149321266968,0.9354838709677419,0.07304460245636717,0.06722689075630252,0.765,999,subject,ankle,phase,right,RAnkleAngles,0.004494761851609713,exploratory,250,40,50,45.0
RAnkleAngles_ax1_phase_10_20_max__median,31,17,14,8.607449531555176,7.52477502822876,6.758989975075512,6.653499526636941,1.082674503326416,0.1438813119681087,0.058823529411764705,0.25570943901410775,-0.31932773109243695,0.46239495798319313,negligible,VICTIMS_HIGHER,0.5294117647058824,0.7142857142857143,126.0,0.7963973678502935,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.058823529411764705,0.058823529411764705,0.0,0.13122171945701358,0.967741935483871,0.07239819004524888,0.058823529411764705,0.791,999,subject,ankle,phase,right,RAnkleAngles,0.0040685344346467235,exploratory,255,10,20,15.0
RAnkleAngles_ax1_phase_70_80_rom__median,31,17,14,6.4490647315979,6.132424473762512,6.563190774006002,7.2206041898046225,0.3166402578353882,0.05163378027566892,0.058823529411764705,0.09257543008992239,-0.3949579831932773,0.5042016806722689,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5,126.0,0.7963973678502935,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.058823529411764705,0.0625,-0.013574660633484163,0.14027149321266968,0.8387096774193549,0.08144796380090498,0.058823529411764705,0.8,999,subject,ankle,phase,right,RAnkleAngles,0.0035260631766938274,exploratory,264,70,80,75.0
RAnkleAngles_ax1_phase_0_10_rom__median,31,17,14,9.307007789611816,9.282788515090942,9.372190003885942,9.207003259233066,0.024219274520874023,0.002609051631576113,0.04201680672268908,0.00869205472660397,-0.39516806722689074,0.4539915966386553,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5714285714285714,124.0,0.8582329939436477,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.04201680672268908,0.04072398190045249,-0.03167420814479638,0.11312217194570136,0.8709677419354839,0.07369101486748546,0.04201680672268908,0.855,999,subject,ankle,phase,right,RAnkleAngles,0.002615486422272894,exploratory,274,0,10,5.0
LAnkleAngles_ax1_phase_60_70_max__median,31,17,14,6.55443549156189,7.131964206695557,6.215101081658812,5.773646797452654,0.577528715133667,-0.08097751171990986,0.05042016806722689,-0.0851281245694975,-0.3531512605042017,0.42016806722689076,negligible,VICTIMS_HIGHER,0.4117647058823529,0.42857142857142855,125.0,0.8271812329599,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.05042016806722689,0.0625,-0.02262443438914027,0.10714285714285714,0.8064516129032258,0.07304460245636717,0.05042016806722689,0.848,999,subject,ankle,phase,left,LAnkleAngles,0.0022602969081370683,exploratory,279,60,70,65.0
LAnkleAngles_ax1_phase_50_60_min__median,31,17,14,2.918707489967346,3.678581714630127,3.8876328928505672,3.283227707658495,0.7598742246627808,-0.20656717278854422,0.04201680672268908,-0.11474390806517815,-0.3869747899159664,0.43718487394957967,negligible,VICTIMS_HIGHER,0.47058823529411764,0.5,124.0,0.8582329939436477,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.04201680672268908,0.044642857142857144,-0.03167420814479638,0.10407239819004525,0.7741935483870968,0.07369101486748546,0.04201680672268908,0.861,999,subject,ankle,phase,left,LAnkleAngles,0.002066557173153892,exploratory,282,50,60,55.0
LHipAngles_ax1_phase_10_20_rom__median,31,17,14,10.637628555297852,10.536857038736343,10.906824452035567,11.081700712442398,0.10077151656150818,0.009563716788701295,0.03361344537815126,0.03612059943664538,-0.37815126050420167,0.4455882352941175,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5714285714285714,123.0,0.8895056756162,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.03361344537815126,0.03167420814479638,-0.02262443438914027,0.11312217194570136,0.6451612903225806,0.07950872656755009,0.03361344537815126,0.887,999,subject,hip,phase,left,LHipAngles,0.0015499178798654186,exploratory,291,10,20,15.0
RAnkleAngles_ax1_phase_80_90_min__median,31,17,14,7.18805193901062,8.074751377105713,7.860952268628513,7.347785008805139,0.8866994380950928,-0.1098113609552296,0.03361344537815126,-0.17263232256872557,-0.3949579831932773,0.4369747899159664,negligible,VICTIMS_HIGHER,0.4117647058823529,0.42857142857142855,123.0,0.8895056756162,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.03361344537815126,0.044642857142857144,-0.03167420814479638,0.09821428571428571,0.7096774193548387,0.06528765352294763,0.03361344537815126,0.878,999,subject,ankle,phase,right,RAnkleAngles,0.001326040852773747,exploratory,298,80,90,85.0
RAnkleAngles_ax1_phase_50_60_rom__median,31,17,14,8.343701362609863,9.043255150318146,9.77204109840643,9.764761337212153,0.6995537877082825,-0.07735641382225866,-0.025210084033613446,-0.20126381667474091,-0.4792016806722689,0.3949579831932773,negligible,VICTIMS_LOWER,0.5294117647058824,0.6428571428571429,116.0,0.9209512705693832,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.025210084033613446,-0.02262443438914027,-0.10407239819004525,0.049773755656108594,0.6451612903225806,0.0788623141564318,-0.025210084033613446,0.924,999,subject,ankle,phase,right,RAnkleAngles,0.001162438409899064,exploratory,299,50,60,55.0
RAnkleAngles_ax1_phase_10_20_mean__median,31,17,14,0.32366758957505226,0.595992066990584,-0.8198146797223564,-0.2765539628586599,0.2723244774155318,-0.45692634600090104,-0.01680672268907563,-0.0404261837560011,-0.42058823529411765,0.3697478991596639,negligible,VICTIMS_LOWER,0.5294117647058824,0.5,117.0,0.9525209600525544,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,-0.01680672268907563,-0.017857142857142856,-0.07692307692307693,0.058823529411764705,0.6129032258064516,0.07563025210084033,-0.01680672268907563,0.955,999,subject,ankle,phase,right,RAnkleAngles,0.0007362109929360739,exploratory,310,10,20,15.0
LAnkleAngles_ax1_phase_30_40_rom__median,31,17,14,3.318669319152832,3.0158099830150604,3.627381138941821,3.6629773506096432,0.3028593361377716,0.1004238787733528,0.01680672268907563,0.18107384579103933,-0.41197478991596637,0.4287815126050418,negligible,VICTIMS_HIGHER,0.6470588235294118,0.6428571428571429,121.0,0.9525209600525544,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.01680672268907563,0.0,-0.049773755656108594,0.08597285067873303,0.3548387096774194,0.0691661279896574,0.01680672268907563,0.947,999,subject,ankle,phase,left,LAnkleAngles,0.0005209446207325436,exploratory,314,30,40,35.0
RAnkleAngles_ax1_phase_90_100_max__median,31,17,14,12.850042343139648,14.644407033920288,14.805839538574219,14.870801755360194,1.7943646907806396,-0.12252900965019753,0.01680672268907563,-0.19922412269420206,-0.39516806722689074,0.4369747899159664,negligible,VICTIMS_HIGHER,0.35294117647058826,0.42857142857142855,121.0,0.9525209600525544,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.01680672268907563,0.03571428571428571,-0.044642857142857144,0.08035714285714286,0.6451612903225806,0.06355042016806724,0.01680672268907563,0.955,999,subject,ankle,phase,right,RAnkleAngles,0.0005166392932884729,exploratory,315,90,100,95.0
RHipAngles_ax1_phase_70_80_rom__median,31,17,14,13.937704086303711,13.921650886535645,14.322617755216712,14.410218017441887,0.016053199768066406,0.0011531103529964463,0.008403361344537815,0.005560587711804778,-0.42857142857142855,0.42016806722689076,negligible,VICTIMS_HIGHER,0.5294117647058824,0.5,120.0,0.9841653411945137,mannwhitneyu_two_sided,0.9960585779461091,0.9960585779461091,0.008403361344537815,0.008928571428571428,-0.06787330316742081,0.08597285067873303,0.6129032258064516,0.07756948933419522,0.008403361344537815,0.994,999,subject,hip,phase,right,RHipAngles,0.00036810549646803696,exploratory,321,70,80,75.0
LHipAngles_ax1_phase_50_60_rom__median,31,17,14,2.637831300497055,2.3126277923583984,2.4898375860031914,2.5167122073471546,0.3252035081386566,0.14062077313661306,0.0,0.33535598142938755,-0.3865546218487395,0.4369747899159664,negligible,TIED,,,119.0,1.0,mannwhitneyu_two_sided,1.0,1.0,0.0,-0.013574660633484163,-0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,1.0,999,subject,hip,phase,left,LHipAngles,0.0,exploratory,333,50,60,55.0
