phase,n_features,feature_names,deviation_cosine,deviation_null_mean,deviation_perm_p,deviation_loso_pass,deviation_loso_sign_agreement,abnormality_jaccard,abnormality_null_mean,abnormality_perm_p,abnormality_loso_pass,abnormality_loso_top5_agreement
loading_response,24,"['loading_response__LHipAngles_ax1__mean', 'loading_response__LHipAngles_ax1__rom', 'loading_response__RHipAngles_ax1__mean', 'loading_response__RHipAngles_ax1__rom', 'loading_response__LKneeAngles_ax1__mean', 'loading_response__LKneeAngles_ax1__rom', 'loading_response__RKneeAngles_ax1__mean', 'loading_response__RKneeAngles_ax1__rom', 'loading_response__LAnkleAngles_ax1__mean', 'loading_response__LAnkleAngles_ax1__rom', 'loading_response__RAnkleAngles_ax1__mean', 'loading_response__RAnkleAngles_ax1__rom', 'loading_response__LFootProgressAngles_ax1__mean', 'loading_response__LFootProgressAngles_ax1__rom', 'loading_response__RFootProgressAngles_ax1__mean', 'loading_response__RFootProgressAngles_ax1__rom', 'loading_response__LASI_ax1__mean', 'loading_response__LASI_ax1__rom', 'loading_response__RASI_ax1__mean', 'loading_response__RASI_ax1__rom', 'loading_response__CentreOfMass_ax1__mean', 'loading_response__CentreOfMass_ax1__rom', 'loading_response__CentreOfMass_ax3__mean', 'loading_response__CentreOfMass_ax3__rom']",-0.03693643135437047,0.07597073168627176,0.9297,False,0.967741935483871,0.14737527586792293,0.19475754550686125,0.8805,False,0.967741935483871
mid_stance,24,"['mid_stance__LHipAngles_ax1__mean', 'mid_stance__LHipAngles_ax1__rom', 'mid_stance__RHipAngles_ax1__mean', 'mid_stance__RHipAngles_ax1__rom', 'mid_stance__LKneeAngles_ax1__mean', 'mid_stance__LKneeAngles_ax1__rom', 'mid_stance__RKneeAngles_ax1__mean', 'mid_stance__RKneeAngles_ax1__rom', 'mid_stance__LAnkleAngles_ax1__mean', 'mid_stance__LAnkleAngles_ax1__rom', 'mid_stance__RAnkleAngles_ax1__mean', 'mid_stance__RAnkleAngles_ax1__rom', 'mid_stance__LFootProgressAngles_ax1__mean', 'mid_stance__LFootProgressAngles_ax1__rom', 'mid_stance__RFootProgressAngles_ax1__mean', 'mid_stance__RFootProgressAngles_ax1__rom', 'mid_stance__LASI_ax1__mean', 'mid_stance__LASI_ax1__rom', 'mid_stance__RASI_ax1__mean', 'mid_stance__RASI_ax1__rom', 'mid_stance__CentreOfMass_ax1__mean', 'mid_stance__CentreOfMass_ax1__rom', 'mid_stance__CentreOfMass_ax3__mean', 'mid_stance__CentreOfMass_ax3__rom']",-0.04909054814028363,0.04918477002338946,0.9585,True,1.0,0.14942303432645582,0.18877426904957725,0.7795,False,0.6774193548387096
terminal_stance,24,"['terminal_stance__LHipAngles_ax1__mean', 'terminal_stance__LHipAngles_ax1__rom', 'terminal_stance__RHipAngles_ax1__mean', 'terminal_stance__RHipAngles_ax1__rom', 'terminal_stance__LKneeAngles_ax1__mean', 'terminal_stance__LKneeAngles_ax1__rom', 'terminal_stance__RKneeAngles_ax1__mean', 'terminal_stance__RKneeAngles_ax1__rom', 'terminal_stance__LAnkleAngles_ax1__mean', 'terminal_stance__LAnkleAngles_ax1__rom', 'terminal_stance__RAnkleAngles_ax1__mean', 'terminal_stance__RAnkleAngles_ax1__rom', 'terminal_stance__LFootProgressAngles_ax1__mean', 'terminal_stance__LFootProgressAngles_ax1__rom', 'terminal_stance__RFootProgressAngles_ax1__mean', 'terminal_stance__RFootProgressAngles_ax1__rom', 'terminal_stance__LASI_ax1__mean', 'terminal_stance__LASI_ax1__rom', 'terminal_stance__RASI_ax1__mean', 'terminal_stance__RASI_ax1__rom', 'terminal_stance__CentreOfMass_ax1__mean', 'terminal_stance__CentreOfMass_ax1__rom', 'terminal_stance__CentreOfMass_ax3__mean', 'terminal_stance__CentreOfMass_ax3__rom']",-0.05875314806966825,0.0324712591734736,0.9987,True,1.0,0.1548606376082587,0.20117312018878009,0.8945,False,0.9032258064516129
pre_swing,24,"['pre_swing__LHipAngles_ax1__mean', 'pre_swing__LHipAngles_ax1__rom', 'pre_swing__RHipAngles_ax1__mean', 'pre_swing__RHipAngles_ax1__rom', 'pre_swing__LKneeAngles_ax1__mean', 'pre_swing__LKneeAngles_ax1__rom', 'pre_swing__RKneeAngles_ax1__mean', 'pre_swing__RKneeAngles_ax1__rom', 'pre_swing__LAnkleAngles_ax1__mean', 'pre_swing__LAnkleAngles_ax1__rom', 'pre_swing__RAnkleAngles_ax1__mean', 'pre_swing__RAnkleAngles_ax1__rom', 'pre_swing__LFootProgressAngles_ax1__mean', 'pre_swing__LFootProgressAngles_ax1__rom', 'pre_swing__RFootProgressAngles_ax1__mean', 'pre_swing__RFootProgressAngles_ax1__rom', 'pre_swing__LASI_ax1__mean', 'pre_swing__LASI_ax1__rom', 'pre_swing__RASI_ax1__mean', 'pre_swing__RASI_ax1__rom', 'pre_swing__CentreOfMass_ax1__mean', 'pre_swing__CentreOfMass_ax1__rom', 'pre_swing__CentreOfMass_ax3__mean', 'pre_swing__CentreOfMass_ax3__rom']",-0.0394824308706806,0.06250522787396288,0.8476,True,1.0,0.18699035849771145,0.19529011308809946,0.5443,False,0.9354838709677419
swing,24,"['swing__LHipAngles_ax1__mean', 'swing__LHipAngles_ax1__rom', 'swing__RHipAngles_ax1__mean', 'swing__RHipAngles_ax1__rom', 'swing__LKneeAngles_ax1__mean', 'swing__LKneeAngles_ax1__rom', 'swing__RKneeAngles_ax1__mean', 'swing__RKneeAngles_ax1__rom', 'swing__LAnkleAngles_ax1__mean', 'swing__LAnkleAngles_ax1__rom', 'swing__RAnkleAngles_ax1__mean', 'swing__RAnkleAngles_ax1__rom', 'swing__LFootProgressAngles_ax1__mean', 'swing__LFootProgressAngles_ax1__rom', 'swing__RFootProgressAngles_ax1__mean', 'swing__RFootProgressAngles_ax1__rom', 'swing__LASI_ax1__mean', 'swing__LASI_ax1__rom', 'swing__RASI_ax1__mean', 'swing__RASI_ax1__rom', 'swing__CentreOfMass_ax1__mean', 'swing__CentreOfMass_ax1__rom', 'swing__CentreOfMass_ax3__mean', 'swing__CentreOfMass_ax3__rom']",-0.052302877845969445,0.061210708808478675,0.968,True,1.0,0.1526244114641606,0.19341182933857873,0.7953,False,0.8709677419354839
