representation,n_subjects,n_victims,n_controls,n_features,mean_pairwise_jaccard,bootstrap_ci_low,bootstrap_ci_high,perm_p,null_mean,null_p95,n_perm,mean_victim_prevalence,loso_pass,loso_sign_agreement,top5_feature_rank_agreement,n_features_fdr_le_0_10,residualized,residual_covariates,seed
preregistered_30,31,17,14,30,0.19156885473613983,0.19199283701318992,0.3053762914130945,0.449,0.18892729912721232,0.24655159001324267,9999,0.2823529411764706,False,1.0,0.7419354838709677,0,False,(),20260813
preregistered_30_residualized,31,17,14,30,0.19059771741886694,0.20133837885349098,0.2924712304407914,0.6032,0.20118328610835212,0.25951275479316305,9999,0.29215686274509794,False,1.0,0.967741935483871,0,True,"('height_cm', 'mass_kg', 'mean_leg_cm', 'cycle_duration_s_median')",20260813
