channel,level,signal,axis,family,anatomical_region,side,related_marker,start_idx,end_idx,start_percent,end_percent,cluster_mass,permutation_p,mean_t,mean_abs_t,mean_cliffs_delta,mean_difference,mean_victim_consistency,mean_control_consistency,direction,n_perm,unit,fdr_q,loo_sign_agreement,bootstrap_ci_low,bootstrap_ci_high,classification,source_phase,provenance
HipAngles_ax1_absLminusR,primary_asymmetry,HipAngles_ax1_absLminusR,ax1,asymmetry,bilateral,bilateral,HipAngles_ax1_absLminusR,22,22,22.0,22.0,2.0651007575395326,0.4338,2.0651007575395326,2.0651007575395326,0.37815126050420167,2.34950590133667,0.7647058823529411,0.7142857142857143,VICTIMS_HIGHER,9999,subject,0.4338,1.0,-0.08065081238746627,5.498641657829283,UNSUPPORTED,C_related_but_phase3_not_fdr_significant,phase1_normalized_core.npz|subject_nanmedian|cluster_perm_subject_labels
AnkleAngles_ax1_absLminusR,primary_asymmetry,AnkleAngles_ax1_absLminusR,ax1,asymmetry,bilateral,bilateral,AnkleAngles_ax1_absLminusR,42,43,42.0,43.0,4.465241042483173,0.4234,2.2326205212415866,2.2326205212415866,0.4117647058823529,1.1200811862945557,0.7058823529411765,0.7857142857142857,VICTIMS_HIGHER,9999,subject,0.4338,1.0,-0.44181124567985536,3.937032321095466,UNSUPPORTED,C_related_but_phase3_not_fdr_significant,phase1_normalized_core.npz|subject_nanmedian|cluster_perm_subject_labels
